sim_section,start_date,end_date,min_days,top_n_alpha,rebalance,rebalance_count,portfolio_returns,index_returns
1.2.1,2024-02-10,2025-02-13,1000,20,Quarterly,4,14.343088473842409,7.5604560885257674
1.2.1,2024-02-10,2025-02-13,1000,20,Semi-Annual,2,16.10395149945134,7.5604560885257674
1.2.1,2024-02-10,2025-02-13,1000,20,Annual,1,17.842150040427942,7.5604560885257674
1.2.1,2024-02-10,2025-02-13,1000,20,No,0,17.84215004042796,7.5604560885257674
1.2.1,2023-02-10,2025-02-13,1000,20,Quarterly,8,45.69835007556428,36.643956124600805
1.2.1,2023-02-10,2025-02-13,1000,20,Semi-Annual,4,67.87148851782764,36.643956124600805
1.2.1,2023-02-10,2025-02-13,1000,20,Annual,2,75.32653920195276,36.643956124600805
1.2.1,2023-02-10,2025-02-13,1000,20,No,0,79.78779390245697,36.643956124600805
1.2.1,2022-02-10,2025-02-13,1000,20,Quarterly,12,56.34941642291833,40.793980141024306
1.2.1,2022-02-10,2025-02-13,1000,20,Semi-Annual,6,74.40519334550152,40.793980141024306
1.2.1,2022-02-10,2025-02-13,1000,20,Annual,3,89.79468267995911,40.793980141024306
1.2.1,2022-02-10,2025-02-13,1000,20,No,0,95.06164916322844,40.793980141024306
1.2.1,2021-02-10,2025-02-13,1000,20,Quarterly,16,92.94926958777614,62.74042284175159
1.2.1,2021-02-10,2025-02-13,1000,20,Semi-Annual,8,133.05756825513973,62.74042284175159
1.2.1,2021-02-10,2025-02-13,1000,20,Annual,4,159.77718678759047,62.74042284175159
1.2.1,2021-02-10,2025-02-13,1000,20,No,0,140.45529881488386,62.74042284175159
1.2.1,2020-02-10,2025-02-13,1000,20,Quarterly,20,95.22052953810034,111.08131122369274
1.2.1,2020-02-10,2025-02-13,1000,20,Semi-Annual,10,155.61394463788457,111.08131122369274
1.2.1,2020-02-10,2025-02-13,1000,20,Annual,5,211.3549566992234,111.08131122369274
1.2.1,2020-02-10,2025-02-13,1000,20,No,0,207.81137432768656,111.08131122369274
1.2.1,2019-02-10,2025-02-13,1000,20,Quarterly,24,118.34534569007482,119.08548325225851
1.2.1,2019-02-10,2025-02-13,1000,20,Semi-Annual,12,200.22673567951662,119.08548325225851
1.2.1,2019-02-10,2025-02-13,1000,20,Annual,6,262.903746391226,119.08548325225851
1.2.1,2019-02-10,2025-02-13,1000,20,No,0,238.38930292920477,119.08548325225851
1.2.1,2018-02-10,2025-02-13,1000,20,Quarterly,28,86.52278098484364,125.3420344218581
1.2.1,2018-02-10,2025-02-13,1000,20,Semi-Annual,14,152.69117354548715,125.3420344218581
1.2.1,2018-02-10,2025-02-13,1000,20,Annual,7,213.30367446544503,125.3420344218581
1.2.1,2018-02-10,2025-02-13,1000,20,No,0,195.5886349229299,125.3420344218581
1.2.1,2017-02-10,2025-02-13,1000,20,Quarterly,32,138.09808714503524,166.28228547641487
1.2.1,2017-02-10,2025-02-13,1000,20,Semi-Annual,16,229.24304858092762,166.28228547641487
1.2.1,2017-02-10,2025-02-13,1000,20,Annual,8,307.44293491144197,166.28228547641487
1.2.1,2017-02-10,2025-02-13,1000,20,No,0,291.27670049612584,166.28228547641487
1.2.1,2016-02-10,2025-02-13,1000,20,Quarterly,36,148.73499130599956,238.40893424116652
1.2.1,2016-02-10,2025-02-13,1000,20,Semi-Annual,18,229.24304858092762,238.40893424116652
1.2.1,2016-02-10,2025-02-13,1000,20,Annual,9,307.44293491144197,238.40893424116652
1.2.1,2016-02-10,2025-02-13,1000,20,No,0,0.0,238.40893424116652
1.2.1,2015-02-10,2025-02-13,1000,20,Quarterly,40,148.73499130599956,167.33602226538054
1.2.1,2015-02-10,2025-02-13,1000,20,Semi-Annual,20,229.24304858092762,167.33602226538054
1.2.1,2015-02-10,2025-02-13,1000,20,Annual,10,307.44293491144197,167.33602226538054
1.2.1,2015-02-10,2025-02-13,1000,20,No,0,0.0,167.33602226538054
