sim_section,start_date,end_date,min_days,top_n_alpha,rebalance,rebalance_count,portfolio_returns,index_returns
2.6,2024-02-10,2025-02-13,400,470,18 months,0,17.21357148215302,7.5604560885257674
2.6,2024-02-10,2025-02-13,400,470,24 months,0,17.21357148215302,7.5604560885257674
2.6,2024-02-10,2025-02-13,400,470,36 months,0,17.21357148215302,7.5604560885257674
2.6,2023-02-10,2025-02-13,400,470,18 months,1,66.05569043514922,36.643956124600805
2.6,2023-02-10,2025-02-13,400,470,24 months,1,68.3457292832942,36.643956124600805
2.6,2023-02-10,2025-02-13,400,470,36 months,0,68.3457292832942,36.643956124600805
2.6,2022-02-10,2025-02-13,400,470,18 months,2,76.52386776232247,40.793980141024306
2.6,2022-02-10,2025-02-13,400,470,24 months,1,75.31450430278693,40.793980141024306
2.6,2022-02-10,2025-02-13,400,470,36 months,1,78.60899724244143,40.793980141024306
2.6,2021-02-10,2025-02-13,400,470,18 months,2,102.78624912551655,62.74042284175159
2.6,2021-02-10,2025-02-13,400,470,24 months,2,118.33108586652821,62.74042284175159
2.6,2021-02-10,2025-02-13,400,470,36 months,1,111.93889848801932,62.74042284175159
2.6,2020-02-10,2025-02-13,400,470,18 months,3,174.9086173572288,111.08131122369274
2.6,2020-02-10,2025-02-13,400,470,24 months,2,195.61733908843544,111.08131122369274
2.6,2020-02-10,2025-02-13,400,470,36 months,1,190.15739534706253,111.08131122369274
2.6,2019-02-10,2025-02-13,400,470,18 months,4,204.94046767831574,119.08548325225851
2.6,2019-02-10,2025-02-13,400,470,24 months,3,186.004245470848,119.08548325225851
2.6,2019-02-10,2025-02-13,400,470,36 months,2,223.12489316137817,119.08548325225851
2.6,2018-02-10,2025-02-13,400,470,18 months,4,152.83941345733766,125.3420344218581
2.6,2018-02-10,2025-02-13,400,470,24 months,3,216.69639369529992,125.3420344218581
2.6,2018-02-10,2025-02-13,400,470,36 months,2,162.33121834283125,125.3420344218581
2.6,2017-02-10,2025-02-13,400,470,18 months,5,244.88941690802739,166.28228547641487
2.6,2017-02-10,2025-02-13,400,470,24 months,4,228.79863921384023,166.28228547641487
2.6,2017-02-10,2025-02-13,400,470,36 months,2,276.27192459589634,166.28228547641487
2.6,2016-02-10,2025-02-13,400,470,18 months,6,384.11550608200196,238.40893424116652
2.6,2016-02-10,2025-02-13,400,470,24 months,4,444.9369313360187,238.40893424116652
2.6,2016-02-10,2025-02-13,400,470,36 months,3,404.8306662665694,238.40893424116652
2.6,2015-02-10,2025-02-13,400,470,18 months,6,231.33286148898628,167.33602226538054
2.6,2015-02-10,2025-02-13,400,470,24 months,5,228.79863921384023,167.33602226538054
2.6,2015-02-10,2025-02-13,400,470,36 months,3,162.33121834283125,167.33602226538054
