sim_section,start_date,end_date,min_days,top_n_alpha,rebalance,rebalance_count,portfolio_returns,index_returns
2.2,2024-02-10,2025-02-13,400,50,18 months,0,18.792354659472608,7.5604560885257674
2.2,2024-02-10,2025-02-13,400,50,24 months,0,18.792354659472608,7.5604560885257674
2.2,2024-02-10,2025-02-13,400,50,36 months,0,18.792354659472608,7.5604560885257674
2.2,2023-02-10,2025-02-13,400,50,18 months,1,76.42195355045132,36.643956124600805
2.2,2023-02-10,2025-02-13,400,50,24 months,1,80.06943328513621,36.643956124600805
2.2,2023-02-10,2025-02-13,400,50,36 months,0,80.06943328513621,36.643956124600805
2.2,2022-02-10,2025-02-13,400,50,18 months,2,85.16115422875278,40.793980141024306
2.2,2022-02-10,2025-02-13,400,50,24 months,1,84.09404234952753,40.793980141024306
2.2,2022-02-10,2025-02-13,400,50,36 months,1,89.8266001481275,40.793980141024306
2.2,2021-02-10,2025-02-13,400,50,18 months,2,120.06758317885095,62.74042284175159
2.2,2021-02-10,2025-02-13,400,50,24 months,2,139.94654064642745,62.74042284175159
2.2,2021-02-10,2025-02-13,400,50,36 months,1,123.92107234846999,62.74042284175159
2.2,2020-02-10,2025-02-13,400,50,18 months,3,190.46471000053168,111.08131122369274
2.2,2020-02-10,2025-02-13,400,50,24 months,2,208.28077227466633,111.08131122369274
2.2,2020-02-10,2025-02-13,400,50,36 months,1,209.97991661634865,111.08131122369274
2.2,2019-02-10,2025-02-13,400,50,18 months,4,215.87947165925186,119.08548325225851
2.2,2019-02-10,2025-02-13,400,50,24 months,3,216.26361750700775,119.08548325225851
2.2,2019-02-10,2025-02-13,400,50,36 months,2,255.09661549069955,119.08548325225851
2.2,2018-02-10,2025-02-13,400,50,18 months,4,155.07816169352535,125.3420344218581
2.2,2018-02-10,2025-02-13,400,50,24 months,3,213.9811466576915,125.3420344218581
2.2,2018-02-10,2025-02-13,400,50,36 months,2,161.1203633617075,125.3420344218581
2.2,2017-02-10,2025-02-13,400,50,18 months,5,255.03042202112255,166.28228547641487
2.2,2017-02-10,2025-02-13,400,50,24 months,4,251.91128926509882,166.28228547641487
2.2,2017-02-10,2025-02-13,400,50,36 months,2,289.9893074753825,166.28228547641487
2.2,2016-02-10,2025-02-13,400,50,18 months,6,385.13726957521334,238.40893424116652
2.2,2016-02-10,2025-02-13,400,50,24 months,4,457.35179466601164,238.40893424116652
2.2,2016-02-10,2025-02-13,400,50,36 months,3,454.7848926777176,238.40893424116652
2.2,2015-02-10,2025-02-13,400,50,18 months,6,243.07139431203075,167.33602226538054
2.2,2015-02-10,2025-02-13,400,50,24 months,5,251.91128926509882,167.33602226538054
2.2,2015-02-10,2025-02-13,400,50,36 months,3,161.1203633617075,167.33602226538054
