sim_section,start_date,end_date,min_days,top_n_alpha,rebalance,rebalance_count,portfolio_returns,index_returns
1.3,2024-02-10,2025-02-13,400,5,Quarterly,4,13.749019785529232,7.5604560885257674
1.3,2024-02-10,2025-02-13,400,5,Semi-Annual,2,17.039663001060035,7.5604560885257674
1.3,2024-02-10,2025-02-13,400,5,Annual,1,20.304865799842513,7.5604560885257674
1.3,2024-02-10,2025-02-13,400,5,No,0,20.304865799842513,7.5604560885257674
1.3,2023-02-10,2025-02-13,400,5,Quarterly,8,46.345265999942605,36.643956124600805
1.3,2023-02-10,2025-02-13,400,5,Semi-Annual,4,69.28609021109754,36.643956124600805
1.3,2023-02-10,2025-02-13,400,5,Annual,2,76.50905197159045,36.643956124600805
1.3,2023-02-10,2025-02-13,400,5,No,0,73.21419068700985,36.643956124600805
1.3,2022-02-10,2025-02-13,400,5,Quarterly,12,61.605331353040015,40.793980141024306
1.3,2022-02-10,2025-02-13,400,5,Semi-Annual,6,77.25468161280115,40.793980141024306
1.3,2022-02-10,2025-02-13,400,5,Annual,3,95.08699666724635,40.793980141024306
1.3,2022-02-10,2025-02-13,400,5,No,0,90.5519116843764,40.793980141024306
1.3,2021-02-10,2025-02-13,400,5,Quarterly,16,116.7210276523956,62.74042284175159
1.3,2021-02-10,2025-02-13,400,5,Semi-Annual,8,143.3657650823268,62.74042284175159
1.3,2021-02-10,2025-02-13,400,5,Annual,4,145.6104656179384,62.74042284175159
1.3,2021-02-10,2025-02-13,400,5,No,0,127.46216408039777,62.74042284175159
1.3,2020-02-10,2025-02-13,400,5,Quarterly,20,122.7962915579682,111.08131122369274
1.3,2020-02-10,2025-02-13,400,5,Semi-Annual,10,167.1848469089075,111.08131122369274
1.3,2020-02-10,2025-02-13,400,5,Annual,5,200.82113127228243,111.08131122369274
1.3,2020-02-10,2025-02-13,400,5,No,0,212.89490421947545,111.08131122369274
1.3,2019-02-10,2025-02-13,400,5,Quarterly,24,151.5921371611002,119.08548325225851
1.3,2019-02-10,2025-02-13,400,5,Semi-Annual,12,217.8184472664154,119.08548325225851
1.3,2019-02-10,2025-02-13,400,5,Annual,6,252.5934780903564,119.08548325225851
1.3,2019-02-10,2025-02-13,400,5,No,0,283.4583876126991,119.08548325225851
1.3,2018-02-10,2025-02-13,400,5,Quarterly,28,103.84690779812897,125.3420344218581
1.3,2018-02-10,2025-02-13,400,5,Semi-Annual,14,148.64544766184022,125.3420344218581
1.3,2018-02-10,2025-02-13,400,5,Annual,7,182.01132109914212,125.3420344218581
1.3,2018-02-10,2025-02-13,400,5,No,0,243.73318957012103,125.3420344218581
1.3,2017-02-10,2025-02-13,400,5,Quarterly,32,174.3775677425931,166.28228547641487
1.3,2017-02-10,2025-02-13,400,5,Semi-Annual,16,246.9671894943504,166.28228547641487
1.3,2017-02-10,2025-02-13,400,5,Annual,8,299.14228678093974,166.28228547641487
1.3,2017-02-10,2025-02-13,400,5,No,0,377.2489769137146,166.28228547641487
1.3,2016-02-10,2025-02-13,400,5,Quarterly,36,289.5525830276536,238.40893424116652
1.3,2016-02-10,2025-02-13,400,5,Semi-Annual,18,361.69907391020587,238.40893424116652
1.3,2016-02-10,2025-02-13,400,5,Annual,9,464.177030628421,238.40893424116652
1.3,2016-02-10,2025-02-13,400,5,No,0,602.9617762675751,238.40893424116652
1.3,2015-02-10,2025-02-13,400,5,Quarterly,40,290.2214407840552,167.33602226538054
1.3,2015-02-10,2025-02-13,400,5,Semi-Annual,20,344.8601781836596,167.33602226538054
1.3,2015-02-10,2025-02-13,400,5,Annual,10,464.177030628421,167.33602226538054
1.3,2015-02-10,2025-02-13,400,5,No,0,0.0,167.33602226538054
