sim_section,start_date,end_date,min_days,top_n_alpha,rebalance,rebalance_count,portfolio_returns,index_returns
1.2.4,2024-02-10,2025-02-13,1300,20,Quarterly,4,15.26285868588318,7.5604560885257674
1.2.4,2024-02-10,2025-02-13,1300,20,Semi-Annual,2,16.030017938992977,7.5604560885257674
1.2.4,2024-02-10,2025-02-13,1300,20,Annual,1,18.308555514623595,7.5604560885257674
1.2.4,2024-02-10,2025-02-13,1300,20,No,0,18.3085555146236,7.5604560885257674
1.2.4,2023-02-10,2025-02-13,1300,20,Quarterly,8,48.3930812070573,36.643956124600805
1.2.4,2023-02-10,2025-02-13,1300,20,Semi-Annual,4,69.54621495504114,36.643956124600805
1.2.4,2023-02-10,2025-02-13,1300,20,Annual,2,78.50520638761218,36.643956124600805
1.2.4,2023-02-10,2025-02-13,1300,20,No,0,83.28229193247742,36.643956124600805
1.2.4,2022-02-10,2025-02-13,1300,20,Quarterly,12,59.2173150910905,40.793980141024306
1.2.4,2022-02-10,2025-02-13,1300,20,Semi-Annual,6,75.35522434554895,40.793980141024306
1.2.4,2022-02-10,2025-02-13,1300,20,Annual,3,92.93326006828791,40.793980141024306
1.2.4,2022-02-10,2025-02-13,1300,20,No,0,91.63394185425732,40.793980141024306
1.2.4,2021-02-10,2025-02-13,1300,20,Quarterly,16,98.02652996560519,62.74042284175159
1.2.4,2021-02-10,2025-02-13,1300,20,Semi-Annual,8,135.78823157389306,62.74042284175159
1.2.4,2021-02-10,2025-02-13,1300,20,Annual,4,164.07304372595405,62.74042284175159
1.2.4,2021-02-10,2025-02-13,1300,20,No,0,140.45529881488386,62.74042284175159
1.2.4,2020-02-10,2025-02-13,1300,20,Quarterly,20,100.35755577136989,111.08131122369274
1.2.4,2020-02-10,2025-02-13,1300,20,Semi-Annual,10,158.6088940300467,111.08131122369274
1.2.4,2020-02-10,2025-02-13,1300,20,Annual,5,216.50373965268534,111.08131122369274
1.2.4,2020-02-10,2025-02-13,1300,20,No,0,207.81137432768656,111.08131122369274
1.2.4,2019-02-10,2025-02-13,1300,20,Quarterly,24,123.72573903348203,119.08548325225851
1.2.4,2019-02-10,2025-02-13,1300,20,Semi-Annual,12,203.74439932188153,119.08548325225851
1.2.4,2019-02-10,2025-02-13,1300,20,Annual,6,268.9049761226405,119.08548325225851
1.2.4,2019-02-10,2025-02-13,1300,20,No,0,238.38930292920477,119.08548325225851
1.2.4,2018-02-10,2025-02-13,1300,20,Quarterly,28,91.27449086187751,125.3420344218581
1.2.4,2018-02-10,2025-02-13,1300,20,Semi-Annual,14,155.65187773432515,125.3420344218581
1.2.4,2018-02-10,2025-02-13,1300,20,Annual,7,218.48468277649303,125.3420344218581
1.2.4,2018-02-10,2025-02-13,1300,20,No,0,195.5886349229299,125.3420344218581
1.2.4,2017-02-10,2025-02-13,1300,20,Quarterly,32,96.3589090968626,166.28228547641487
1.2.4,2017-02-10,2025-02-13,1300,20,Semi-Annual,16,155.65187773432515,166.28228547641487
1.2.4,2017-02-10,2025-02-13,1300,20,Annual,8,218.48468277649303,166.28228547641487
1.2.4,2017-02-10,2025-02-13,1300,20,No,0,0.0,166.28228547641487
1.2.4,2016-02-10,2025-02-13,1300,20,Quarterly,36,96.3589090968626,238.40893424116652
1.2.4,2016-02-10,2025-02-13,1300,20,Semi-Annual,18,155.65187773432515,238.40893424116652
1.2.4,2016-02-10,2025-02-13,1300,20,Annual,9,218.48468277649303,238.40893424116652
1.2.4,2016-02-10,2025-02-13,1300,20,No,0,0.0,238.40893424116652
1.2.4,2015-02-10,2025-02-13,1300,20,Quarterly,40,96.3589090968626,167.33602226538054
1.2.4,2015-02-10,2025-02-13,1300,20,Semi-Annual,20,155.65187773432515,167.33602226538054
1.2.4,2015-02-10,2025-02-13,1300,20,Annual,10,218.48468277649303,167.33602226538054
1.2.4,2015-02-10,2025-02-13,1300,20,No,0,0.0,167.33602226538054
