sim_section,start_date,end_date,min_days,top_n_alpha,rebalance,rebalance_count,portfolio_returns,index_returns
1.2.2,2024-02-10,2025-02-13,2000,20,Quarterly,4,18.330287801703708,7.5604560885257674
1.2.2,2024-02-10,2025-02-13,2000,20,Semi-Annual,2,20.76099118998843,7.5604560885257674
1.2.2,2024-02-10,2025-02-13,2000,20,Annual,1,20.598224869695787,7.5604560885257674
1.2.2,2024-02-10,2025-02-13,2000,20,No,0,20.598224869695787,7.5604560885257674
1.2.2,2023-02-10,2025-02-13,2000,20,Quarterly,8,52.43248433741867,36.643956124600805
1.2.2,2023-02-10,2025-02-13,2000,20,Semi-Annual,4,77.93465517114161,36.643956124600805
1.2.2,2023-02-10,2025-02-13,2000,20,Annual,2,81.34622745724262,36.643956124600805
1.2.2,2023-02-10,2025-02-13,2000,20,No,0,83.51582206257059,36.643956124600805
1.2.2,2022-02-10,2025-02-13,2000,20,Quarterly,12,63.640471948090614,40.793980141024306
1.2.2,2022-02-10,2025-02-13,2000,20,Semi-Annual,6,83.92679293076046,40.793980141024306
1.2.2,2022-02-10,2025-02-13,2000,20,Annual,3,96.00391256060948,40.793980141024306
1.2.2,2022-02-10,2025-02-13,2000,20,No,0,91.63394185425732,40.793980141024306
1.2.2,2021-02-10,2025-02-13,2000,20,Quarterly,16,101.66713958403359,62.74042284175159
1.2.2,2021-02-10,2025-02-13,2000,20,Semi-Annual,8,144.82501792677337,62.74042284175159
1.2.2,2021-02-10,2025-02-13,2000,20,Annual,4,164.64476358685906,62.74042284175159
1.2.2,2021-02-10,2025-02-13,2000,20,No,0,142.70512366542255,62.74042284175159
1.2.2,2020-02-10,2025-02-13,2000,20,Quarterly,20,104.77224115254269,111.08131122369274
1.2.2,2020-02-10,2025-02-13,2000,20,Semi-Annual,10,169.4061556603038,111.08131122369274
1.2.2,2020-02-10,2025-02-13,2000,20,Annual,5,217.04782665963432,111.08131122369274
1.2.2,2020-02-10,2025-02-13,2000,20,No,0,219.12193340667864,111.08131122369274
1.2.2,2019-02-10,2025-02-13,2000,20,Quarterly,24,132.57746973290406,119.08548325225851
1.2.2,2019-02-10,2025-02-13,2000,20,Semi-Annual,12,210.09351852381073,119.08548325225851
1.2.2,2019-02-10,2025-02-13,2000,20,Annual,6,217.04782665963432,119.08548325225851
1.2.2,2019-02-10,2025-02-13,2000,20,No,0,0.0,119.08548325225851
1.2.2,2018-02-10,2025-02-13,2000,20,Quarterly,28,132.57746973290406,125.3420344218581
1.2.2,2018-02-10,2025-02-13,2000,20,Semi-Annual,14,210.09351852381073,125.3420344218581
1.2.2,2018-02-10,2025-02-13,2000,20,Annual,7,217.04782665963432,125.3420344218581
1.2.2,2018-02-10,2025-02-13,2000,20,No,0,0.0,125.3420344218581
1.2.2,2017-02-10,2025-02-13,2000,20,Quarterly,32,132.57746973290406,166.28228547641487
1.2.2,2017-02-10,2025-02-13,2000,20,Semi-Annual,16,210.09351852381073,166.28228547641487
1.2.2,2017-02-10,2025-02-13,2000,20,Annual,8,217.04782665963432,166.28228547641487
1.2.2,2017-02-10,2025-02-13,2000,20,No,0,0.0,166.28228547641487
1.2.2,2016-02-10,2025-02-13,2000,20,Quarterly,36,132.57746973290406,238.40893424116652
1.2.2,2016-02-10,2025-02-13,2000,20,Semi-Annual,18,210.09351852381073,238.40893424116652
1.2.2,2016-02-10,2025-02-13,2000,20,Annual,9,217.04782665963432,238.40893424116652
1.2.2,2016-02-10,2025-02-13,2000,20,No,0,0.0,238.40893424116652
1.2.2,2015-02-10,2025-02-13,2000,20,Quarterly,40,132.57746973290406,167.33602226538054
1.2.2,2015-02-10,2025-02-13,2000,20,Semi-Annual,20,210.09351852381073,167.33602226538054
1.2.2,2015-02-10,2025-02-13,2000,20,Annual,10,217.04782665963432,167.33602226538054
1.2.2,2015-02-10,2025-02-13,2000,20,No,0,0.0,167.33602226538054
