sim_section,start_date,end_date,min_days,top_n_alpha,rebalance,rebalance_count,portfolio_returns,index_returns
2.3,2024-02-10,2025-02-13,400,5,18 months,0,20.304865799842513,7.5604560885257674
2.3,2024-02-10,2025-02-13,400,5,24 months,0,20.304865799842513,7.5604560885257674
2.3,2024-02-10,2025-02-13,400,5,36 months,0,20.304865799842513,7.5604560885257674
2.3,2023-02-10,2025-02-13,400,5,18 months,1,67.7436067458984,36.643956124600805
2.3,2023-02-10,2025-02-13,400,5,24 months,1,73.21419068700983,36.643956124600805
2.3,2023-02-10,2025-02-13,400,5,36 months,0,73.21419068700983,36.643956124600805
2.3,2022-02-10,2025-02-13,400,5,18 months,2,83.48530662526107,40.793980141024306
2.3,2022-02-10,2025-02-13,400,5,24 months,1,92.20075277951116,40.793980141024306
2.3,2022-02-10,2025-02-13,400,5,36 months,1,90.55191168437638,40.793980141024306
2.3,2021-02-10,2025-02-13,400,5,18 months,2,110.42601569459553,62.74042284175159
2.3,2021-02-10,2025-02-13,400,5,24 months,2,119.8929029281619,62.74042284175159
2.3,2021-02-10,2025-02-13,400,5,36 months,1,119.00510793906409,62.74042284175159
2.3,2020-02-10,2025-02-13,400,5,18 months,3,206.23444857335284,111.08131122369274
2.3,2020-02-10,2025-02-13,400,5,24 months,2,248.26217075486258,111.08131122369274
2.3,2020-02-10,2025-02-13,400,5,36 months,1,224.57695094226423,111.08131122369274
2.3,2019-02-10,2025-02-13,400,5,18 months,4,199.7295332230851,119.08548325225851
2.3,2019-02-10,2025-02-13,400,5,24 months,3,203.17351902039937,119.08548325225851
2.3,2019-02-10,2025-02-13,400,5,36 months,2,304.2304662617081,119.08548325225851
2.3,2018-02-10,2025-02-13,400,5,18 months,4,122.44438102223052,125.3420344218581
2.3,2018-02-10,2025-02-13,400,5,24 months,3,212.88853857206965,125.3420344218581
2.3,2018-02-10,2025-02-13,400,5,36 months,2,140.7617243345175,125.3420344218581
2.3,2017-02-10,2025-02-13,400,5,18 months,5,283.33426362288725,166.28228547641487
2.3,2017-02-10,2025-02-13,400,5,24 months,4,235.53631676301583,166.28228547641487
2.3,2017-02-10,2025-02-13,400,5,36 months,2,304.14627725906564,166.28228547641487
2.3,2016-02-10,2025-02-13,400,5,18 months,6,412.1246368392175,238.40893424116652
2.3,2016-02-10,2025-02-13,400,5,24 months,4,550.8040904190156,238.40893424116652
2.3,2016-02-10,2025-02-13,400,5,36 months,3,557.5422191257662,238.40893424116652
2.3,2015-02-10,2025-02-13,400,5,18 months,6,214.3423441802678,167.33602226538054
2.3,2015-02-10,2025-02-13,400,5,24 months,5,235.53631676301583,167.33602226538054
2.3,2015-02-10,2025-02-13,400,5,36 months,3,140.7617243345175,167.33602226538054
