Fund Name,All-time Return (%),Index All-time Return (%),All-time Annualized Return (%),Index All-time Annualized Return (%),Excess Return (%),Duration (Days),3M Fund Return (%),6M Fund Return (%),1Y Fund Return (%),2Y Fund Return (%),3Y Fund Return (%),4Y Fund Return (%),5Y Fund Return (%)
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Sundaram Small Cap Fund Direct Plan - Growth,142.07411506290975,43.894215898546236,114.05312737577296,36.78908910927397,77.264038266499,424.0,4.73537767111328,23.758579587696797,107.02936983834756,,,,
DSP Small Cap Fund - Direct Plan - Growth,126.79255918827508,43.894215898546236,102.36840953873734,36.78908910927397,65.57932042946337,424.0,8.231781131466374,25.16877702765764,99.18312787761766,,,,
UTI-Transpotation and Logistics  Fund-Growth Option- Direct,125.14366224754465,43.894215898546236,101.10118178097322,36.78908910927397,64.31209267169925,424.0,4.05486001078534,14.88454254031383,84.80428430680236,,,,
Franklin Build India Fund - Direct - Growth,118.46569792015858,43.894215898546236,95.95563474046757,36.78908910927397,59.16654563119361,424.0,5.879132716670728,24.737030441222974,86.81094756783031,,,,
SBI Small Cap Fund - Direct Plan - Growth,115.60278996611765,43.894215898546236,93.74301559026132,36.78908910927397,56.953926480987356,424.0,0.43240985469933485,20.727872846548305,92.03003384371668,,,,
Aditya Birla Sun Life MNC Fund - Growth - Direct Plan,114.09723740797438,43.894215898546236,92.5778004538014,36.78908910927397,55.788711344527435,424.0,15.331304603906945,36.89410887397466,89.28306750443048,,,,
Invesco India Infrastructure Fund - Direct Plan - Growth Option,114.02002861230329,43.894215898546236,92.51801440630531,36.78908910927397,55.728925297031346,424.0,8.879184861717619,20.160642570281137,78.73357228195941,,,,
Tata Mid Cap Growth Fund - Direct Plan- Growth Option,109.74924214914665,43.894215898546236,89.20625344437715,36.78908910927397,52.41716433510319,424.0,9.657819163553304,24.117548593740544,84.63028663359606,,,,
Tata Mid Cap Growth Fund - Direct Plan- IDCW Option,109.7051500044746,43.894215898546236,89.17201376654111,36.78908910927397,52.38292465726715,424.0,9.647461657877049,24.164822491662257,84.58993452483004,,,,
Kotak Emerging Equity Scheme - Growth - Direct,108.821887213847,43.894215898546236,88.48590623314465,36.78908910927397,51.69681712387068,424.0,4.959307220462648,22.03990303934364,84.96538081107813,,,,
Franklin India Smaller Companies Fund - Direct - Growth,108.78681604502671,43.894215898546236,88.45865506091894,36.78908910927397,51.66956595164498,424.0,5.193762436591846,19.44881505604547,79.431743748769,,,,
UTI Mid Cap Fund-Growth Option- Direct,107.88618878349851,43.894215898546236,87.75862667903615,36.78908910927397,50.96953756976219,424.0,4.846239571097253,16.017191810994404,77.55438314028399,,,,
Nippon India Small Cap Fund - Direct Plan Growth Plan - Bonus Option,107.3372070403356,43.894215898546236,87.33171401332645,36.78908910927397,50.54262490405248,424.0,0.3031914893616932,9.978017048003588,81.34010933327414,,,,
Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,107.3372070403356,43.894215898546236,87.33171401332645,36.78908910927397,50.54262490405248,424.0,0.3031914893616932,9.978017048003588,81.34010933327414,,,,
