Fund Name,All-time Return (%),Index All-time Return (%),All-time Annualized Return (%),Index All-time Annualized Return (%),Excess Return (%),Duration (Days),3M Fund Return (%),6M Fund Return (%),1Y Fund Return (%),2Y Fund Return (%),3Y Fund Return (%),4Y Fund Return (%),5Y Fund Return (%)
DSP Healthcare Fund - Direct Plan - Growth,121.44478436790686,54.60366763980219,28.561183771972697,14.761636045547544,13.799547726425153,1155.0,-6.383245024823735,-10.132564379830994,14.601634320735455,84.78959071069751,124.09867172675521,,
Mirae Asset Healthcare Fund Direct Growth,123.49931115922061,47.87919156430237,25.16019030179235,11.53544515957643,13.624745142215922,1308.0,-7.531959938115794,-9.409277651469832,19.59978936282255,93.34298118668596,120.24825446082235,,
quant ELSS Tax Saver Fund - Growth Option - Direct Plan,570.4594859299604,175.78455357582723,26.545321612053385,13.373406440226375,13.17191517182701,2950.0,-2.8654019029424966,3.9863064641843677,41.219586594673466,146.50520930538934,155.93834706108984,140.74939392932157,190.40803551104028
Mirae Asset Large & Midcap Fund - Direct Plan - Growth,567.7261289895378,175.78455357582723,26.48137496464338,13.373406440226375,13.107968524417004,2950.0,-3.2709832134292536,-2.3029152174544842,20.7418848857119,69.31110327574339,94.40909967225758,92.71490272522264,138.46572232601036
Axis Small Cap Fund - Direct Plan - Growth,559.7969543147208,175.78455357582723,26.294566060125458,13.373406440226375,12.921159619899083,2950.0,-1.3808801213960709,4.451944712311148,41.344062635928665,76.98801742919389,134.28262436914204,119.70926301555104,172.38055322715843
Kotak-Small Cap Fund - Growth - Direct,536.7381756143599,175.78455357582723,25.73990471654377,13.373406440226375,12.366498276317394,2950.0,-5.021928637175812,2.8983891971796303,37.34555818287163,111.88713203763874,148.3365422730619,106.74516182259622,153.66216939250643
Tata Digital India Fund-Direct Plan-Growth,296.94682435742345,111.34105825801485,25.050243204414137,12.900583455676372,12.149659748737765,2251.0,-4.811062470931779,1.5610651974288214,51.10267114712048,149.73049127949028,149.55783360464602,206.11609242369337,309.5366779437247
DSP Small Cap Fund - Direct Plan - Growth,523.9853438556934,175.78455357582723,25.425541226455174,13.373406440226375,12.052134786228798,2950.0,-3.098875125837096,3.7324761976160032,34.937952556257144,90.23028011685857,111.12912454701504,61.64573598130839,97.59554452794487
Kotak Emerging Equity Scheme - Growth - Direct,510.88777219430483,175.78455357582723,25.096763996476422,13.373406440226375,11.723357556250047,2950.0,-2.877396773866277,0.5395400126023961,23.839014294030143,71.41226499552373,98.58168900873805,80.77467780767597,120.52751302945666
Tata Small Cap Fund-Direct Plan-Growth,110.60523256391657,54.40182398234765,25.76214943725319,14.303396697306336,11.458752739946853,1186.0,-6.22135107870378,-1.0938192678317311,39.18779592453227,96.16918876394094,112.79793578442198,,
quant Flexi Cap Fund - Growth Option-Direct Plan,483.18798894362686,175.78455357582723,24.380582361343308,13.373406440226375,11.007175921116932,2950.0,-5.275670123587687,-1.7697001766092357,39.59214265485689,134.001235947239,127.43183309798934,97.73176053975732,159.86229150570378
Mirae Asset Focused Fund Direct Plan Growth,81.31144500092746,40.85534162873387,24.15076711180406,13.262441369252919,10.888325742551142,1004.0,-4.3871661938765625,-0.36695377401763,22.10493441598999,72.42017992591286,,,
Invesco India Smallcap Fund - Direct Plan - Growth,104.23645320197043,54.40182398234765,24.579256152330807,14.303396697306336,10.27585945502447,1186.0,-6.45306859205776,-1.379638439581347,31.11954459203036,74.93670886075951,114.37435367114787,,
Axis Midcap Fund - Direct Plan - Growth,450.188679245283,175.78455357582723,23.48739463691798,13.373406440226375,10.113988196691604,2950.0,-4.929577464788734,-2.7221777421937445,23.475609756097573,64.22617706690697,94.40000000000002,104.6603032004492,162.32457718603817
Sundaram Services Fund Direct Plan - Growth,103.7598786620899,53.64326338543677,23.16287103724173,13.394756262982344,9.768114774259384,1247.0,-5.998250702020887,-0.6355045594775706,27.533335415170345,58.32771200173682,98.08511257481547,,
,,,,,,,,,,,,,
BANK OF INDIA Small Cap Fund Direct Plan Growth,178.18725099601596,60.7794700282985,37.00864300054339,15.736126455002175,21.27251654554121,1186.0,-2.852173913043479,5.237377543330823,45.544554455445535,209.30232558139537,159.3314763231198,,
Edelweiss Small Cap Fund - Direct Plan - Growth,152.56080680245202,61.823025249015515,34.99377128489505,16.869614300292966,18.12415698460208,1127.0,-2.205206738131702,5.0113052415210735,39.33344242622594,198.65544253478308,127.58374910905204,,
SBI Small Cap Fund - Direct Plan - Growth,733.3744919483458,186.801050989408,29.643169218737597,13.769843813210692,15.873325405526906,2981.0,-2.6824359408995515,2.923646965703041,29.62536168013929,155.9562345653931,103.70461527405996,95.17065454439049,164.997288984865
Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,686.1975928886183,186.801050989408,28.721417363994938,13.769843813210692,14.951573550784246,2981.0,-2.1240011498162112,5.578044464434575,45.389067021193384,218.90633630553143,117.07031149658005,104.20135761516663,159.0394685140855
Nippon India Small Cap Fund - Direct Plan Growth Plan - Bonus Option,686.1975928886183,186.801050989408,28.721417363994938,13.769843813210692,14.951573550784246,2981.0,-2.1240011498162112,5.578044464434575,45.389067021193384,218.90633630553143,117.07031149658005,104.20135761516663,159.0394685140855
quant ELSS Tax Saver Fund - Growth Option - Direct Plan,632.756437819502,186.801050989408,27.616698210657976,13.769843813210692,13.846854397447284,2981.0,4.023253319859041,7.967892604598932,48.43132190669285,244.7422691998629,156.14584822924377,174.64711807498603,209.46554161501493
Mirae Asset Healthcare Fund Direct Growth,133.79256051958274,53.786377845286836,26.04920335580396,12.448125309230985,13.601078046572976,1339.0,-6.56756331602958,-4.853824589507408,21.109241983993464,118.12339331619538,120.3896103896104,,
DSP Healthcare Fund - Direct Plan - Growth,127.88907529852958,60.7794700282985,28.852239992041095,15.736126455002175,13.11611353703892,1186.0,-7.650469906018797,-5.511682147387377,15.824848272056965,108.37393972207181,120.15444751644577,,
Axis Small Cap Fund - Direct Plan - Growth,593.0964467005076,186.801050989408,26.750176010990433,13.769843813210692,12.980332197779742,2981.0,-0.8135987214877268,6.075201988812922,42.40717563621193,162.0729366602687,132.8444747612551,137.04861111111111,173.4080897076492
Mirae Asset Large & Midcap Fund - Direct Plan - Growth,586.7368560455568,186.801050989408,26.60719775148559,13.769843813210692,12.837353938274898,2981.0,-2.914139144761476,-2.0605705759587525,22.29638102425622,129.77445941155617,83.82934221954375,108.04613841524574,134.0524926090587
Tata Digital India Fund-Direct Plan-Growth,326.4278644765913,119.78329402319774,26.107864474919463,13.423009013295806,12.684855461623657,2282.0,-5.551422232260296,4.46317707478712,50.22240535885976,216.85435825818243,169.0342235061118,238.0593466165771,343.9225685590883
Kotak-Small Cap Fund - Growth - Direct,567.8609023921014,186.801050989408,26.175872272771826,13.769843813210692,12.406028459561135,2981.0,-2.166295337200823,2.89637044908003,38.452103243283936,219.94748374082707,136.59311267134737,123.3960660514813,151.45758449616642
DSP Small Cap Fund - Direct Plan - Growth,562.0236753100339,186.801050989408,26.040322359640044,13.769843813210692,12.270478546429352,2981.0,-2.3334913388053105,4.470854052323044,40.43502176304587,186.7750836324567,101.09758394548037,81.55018627587381,97.09831168395262
ICICI Prudential MNC Fund - Direct Plan - Growth Option,93.32003988035893,48.14634657130045,27.048986152692155,15.343263225688508,11.705722927003647,1005.0,-2.021222839818083,2.3218997361477642,25.582901554404152,135.60145808019442,,,
Kotak Emerging Equity Scheme - Growth - Direct,535.0562335486958,186.801050989408,25.40014438338687,13.769843813210692,11.630300570176178,2981.0,-1.4055379433326618,1.630074036252235,26.00218399354299,147.89675249867676,90.62634678925444,92.41384310503167,116.43288207470232
quant Flexi Cap Fund - Growth Option-Direct Plan,533.0620238058812,186.801050989408,25.35186221830532,13.769843813210692,11.58201840509463,2981.0,1.0802227867891334,1.4329021661859322,46.95598231810831,209.7881749303733,127.25618418547432,127.2861432547239,161.49675168735308
Invesco India Smallcap Fund - Direct Plan - Growth,117.4384236453202,60.56956351851426,26.233077025873254,15.26091657582651,10.972160450046744,1217.0,-4.043478260869564,1.892890120036935,37.765293383270915,160.25943396226415,103.97412199630314,,
Tata Small Cap Fund-Direct Plan-Growth,116.31375510487982,60.56956351851426,26.036898433198232,15.26091657582651,10.775981857371722,1217.0,-7.145294478946291,-1.0585160777184446,36.415532982836524,172.92855083183935,103.12578727851232,,
Sundaram Services Fund Direct Plan - Growth,116.99928155184803,59.78070143899472,24.765161124790502,14.321274201076918,10.443886923713585,1278.0,-0.04366551297784631,1.6424091159782088,36.94372201686387,135.26840772875784,95.45225769341386,,
Axis Midcap Fund - Direct Plan - Growth,470.03773584905656,186.801050989408,23.75263368675928,13.769843813210692,9.98278987354859,2981.0,-3.4390181539248244,-1.358234295415949,25.02896871378912,112.58091753447789,92.67857142857142,112.64076576576576,158.133971291866
,,,,,,,,,,,,,
BANK OF INDIA Small Cap Fund Direct Plan Growth,170.9163346613546,57.44508513093307,34.87198438392043,14.596447579121952,20.275536804798477,1216.0,-3.6827195467422067,2.6027913994718888,32.553606237816766,163.5658914728682,160.038240917782,,
Edelweiss Small Cap Fund - Direct Plan - Growth,152.2345263990508,58.466998193189724,33.89294571787502,15.631167915848154,18.26177780202687,1157.0,-1.0319276874733359,4.135031431137228,37.030670892195296,161.7049651210505,132.46765081100781,,
SBI Small Cap Fund - Direct Plan - Growth,755.7838878721731,180.8531206174563,29.72486111234889,13.33541395521567,16.38944715713322,3011.0,1.128034719984575,2.432975723906174,28.69504571418466,135.69261225737367,111.38481927273389,85.01961631785268,158.76751235643425
Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,699.5170553060483,180.8531206174563,28.659764079264228,13.33541395521567,15.324350124048559,3011.0,0.5718583961579717,7.890330658406393,40.6399290620811,182.11722291693405,123.73534041017267,91.78151393484696,144.73415093216104
Nippon India Small Cap Fund - Direct Plan Growth Plan - Bonus Option,699.5170553060483,180.8531206174563,28.659764079264228,13.33541395521567,15.324350124048559,3011.0,0.5718583961579717,7.890330658406393,40.6399290620811,182.11722291693405,123.73534041017267,91.78151393484696,144.73415093216104
Mirae Asset Midcap Fund- Direct Growth Option,114.81555733761024,53.82758391797087,32.044740442537886,16.948729432480402,15.096011010057484,1004.0,-1.8862741507187943,-0.7456810708165502,25.571311379350764,129.36958150486996,,,
quant ELSS Tax Saver Fund - Growth Option - Direct Plan,637.980746261526,180.8531206174563,27.416689049252206,13.33541395521567,14.081275094036537,3011.0,3.6305329735115,8.227166574779316,37.178868796690125,197.69943952521655,161.30730411742752,164.2922298254676,199.74373186081235
Mirae Asset Healthcare Fund Direct Growth,130.99783507183625,50.597021793686444,25.009898485003767,11.534453343071416,13.47544514193235,1369.0,-0.9577654951267892,-1.9588188614626454,9.573822527190412,70.59593023255815,115.8727239286371,,
DSP Healthcare Fund - Direct Plan - Growth,125.71795124839636,57.44508513093307,27.681501795759832,14.596447579121952,13.08505421663788,1216.0,-1.1239840913020989,-3.2896405919661684,6.868516961031673,75.7221880762139,119.22745135627338,,
Axis Small Cap Fund - Direct Plan - Growth,586.8020304568528,180.8531206174563,26.31140085802346,13.33541395521567,12.975986902807792,3011.0,-1.5140486242538826,4.559505409582694,34.6268656716418,133.4368530020704,129.3220338983051,124.75083056478407,162.6164596273292
Mirae Asset Large & Midcap Fund - Direct Plan - Growth,579.4662958548537,180.8531206174563,26.14708336449729,13.33541395521567,12.811669409281622,3011.0,-3.7211833475637737,-4.138523770821078,19.309117968513824,96.83681494696053,82.16079955974507,92.51969981238275,120.90114526823388
DSP Small Cap Fund - Direct Plan - Growth,576.7869222096957,180.8531206174563,26.086677600609033,13.33541395521567,12.751263645393363,3011.0,-0.1737742265384034,6.508760257263255,37.68262195821197,160.65303286874212,111.29120250602749,73.1546915111483,93.09712594689354
Tata Small Cap Fund-Direct Plan-Growth,125.09961346992718,57.23953184545017,26.80633923232596,14.165296934235606,12.641042298090355,1247.0,-1.4100566633881315,1.2197955390334558,36.67121155447231,159.7346908357124,114.13933264013612,,
Kotak-Small Cap Fund - Growth - Direct,570.0279501978293,180.8531206174563,25.933359469393878,13.33541395521567,12.597945514178209,3011.0,0.287955839527101,1.9778349888954025,35.043823068931715,186.6019718965919,142.47750410509033,109.17682788631524,141.1438873357197
Kotak Emerging Equity Scheme - Growth - Direct,545.8403126744834,180.8531206174563,25.373324186966208,13.33541395521567,12.037910231750539,3011.0,1.058399171253478,2.622306717363737,26.807304391405122,122.97524302591356,97.60585723001827,83.59068544089969,112.29974566716481
quant Flexi Cap Fund - Growth Option-Direct Plan,529.0902971145315,180.8531206174563,24.974593756654674,13.33541395521567,11.639179801439004,3011.0,0.16288390583589532,1.1710189620103708,36.186472301404535,170.15571275267735,129.40014728526478,116.42203734179215,144.81088826352203
ICICI Prudential MNC Fund - Direct Plan - Growth Option,90.12961116650051,45.0739584080588,25.43214598724324,14.021212605091971,11.410933382151267,1035.0,-3.54071825998988,-0.8835758835758741,20.16383112791431,104.39442658092175,,,
Tata Digital India Fund-Direct Plan-Growth,281.4450098473412,115.22523635479523,23.535508373058068,12.863757540814547,10.671750832243522,2312.0,-7.135207757311413,-6.638021317620808,32.42584738409424,162.47944800258662,130.6234208967493,158.32458818829934,316.33713063593905
Invesco India Smallcap Fund - Direct Plan - Growth,113.10344827586205,57.23953184545017,24.78984622270599,14.165296934235606,10.624549288470384,1247.0,-4.122340425531914,-2.523659305993701,32.94406883835279,130.1063829787234,104.0566037735849,,
quant Infrastructure Fund - Growth Option-Direct Plan,472.171991159333,180.8531206174563,23.546096789477943,13.33541395521567,10.210682834262274,3011.0,2.2086830900925567,10.306493003437769,48.39403078406212,238.6541005782581,157.099650152353,139.69025524482882,183.20529076850403
,,,,,,,,,,,,,
BANK OF INDIA Small Cap Fund Direct Plan Growth,153.08764940239047,52.6764073385422,31.23159588422435,13.185423802336516,18.046172081887836,1247.0,-3.6405005688282173,-6.201550387596899,14.666064981949459,150.59171597633133,134.84288354898334,,
Edelweiss Small Cap Fund - Direct Plan - Growth,137.42337354162547,53.667368820940474,30.429394272779618,14.11038530541282,16.3190089673668,1188.0,-1.120032942145351,-3.391535242999678,17.16516223469139,148.55605009833351,108.17511920242741,,
SBI Small Cap Fund - Direct Plan - Growth,718.7514240145819,172.34667509647755,28.69635326966291,12.77398520327604,15.922368066386872,3042.0,1.387959790122269,-2.7988039031081238,14.395666461285689,132.68713394102951,97.23390769187186,88.82701923891855,149.95344161803277
Nippon India Small Cap Fund - Direct Plan Growth Plan - Bonus Option,644.0841389459796,172.34667509647755,27.22814187082596,12.77398520327604,14.454156667549922,3042.0,0.7120509471307894,-1.2636193451940056,20.608779219853393,168.06944948062196,101.51199332991278,90.45158357326869,131.92469821552385
Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,644.0841389459796,172.34667509647755,27.22814187082596,12.77398520327604,14.454156667549922,3042.0,0.7120509471307894,-1.2636193451940056,20.608779219853393,168.06944948062196,101.51199332991278,90.45158357326869,131.92469821552385
Mirae Asset Midcap Fund- Direct Growth Option,104.38051323175618,49.16847256700847,28.670402382702733,15.145885959616635,13.524516423086098,1035.0,-1.0578929489979132,-3.9342254052016625,11.824713431689785,123.73532316470977,,,
quant ELSS Tax Saver Fund - Growth Option - Direct Plan,597.0265395824374,172.34667509647755,26.234722486599193,12.77398520327604,13.460737283323153,3042.0,3.9625143964705587,0.9835705306072248,16.726322095310675,170.69123665134813,138.78349321696504,155.8814115212263,180.0714122027041
Mirae Asset Large & Midcap Fund - Direct Plan - Growth,556.4163686928883,172.34667509647755,25.328771598510947,12.77398520327604,12.554786395234908,3042.0,-1.6937723125743736,-4.909352517985607,8.107047045737106,96.15727091042207,71.82375983637813,91.10888340530538,109.90090624205979
Axis Small Cap Fund - Direct Plan - Growth,551.7766497461929,172.34667509647755,25.222148500249997,12.77398520327604,12.448163296973958,3042.0,-1.21557162640405,-2.5796661608497766,19.087367835281036,128.79543834640057,106.16570327552988,118.96316507503411,152.45772709398352
Mirae Asset Healthcare Fund Direct Growth,117.90001968116512,46.03575731959672,22.514785049529863,10.376562549051126,12.138222500478737,1400.0,-2.505283550545963,-9.84854653529843,-1.0324483775811124,56.82011331444761,114.81373690337603,,
