"Date","Price","Open","High","Low","Change %"
"05/21/2008","8.058","8.058","8.058","8.058","0.69%"
"05/20/2008","8.003","8.003","8.003","8.003","-0.10%"
"05/16/2008","8.011","8.011","8.011","8.011","0.39%"
"05/15/2008","7.980","7.980","7.980","7.980","0.53%"
"05/14/2008","7.938","7.938","7.938","7.938","0.30%"
"05/13/2008","7.914","7.914","7.914","7.914","0.22%"
"05/12/2008","7.897","7.897","7.897","7.897","-0.25%"
"05/09/2008","7.917","7.917","7.917","7.917","-0.34%"
"05/08/2008","7.944","7.944","7.944","7.944","0.24%"
"05/07/2008","7.925","7.925","7.925","7.925","0.44%"
"05/06/2008","7.890","7.890","7.890","7.890","0.18%"
"05/05/2008","7.876","7.876","7.876","7.876","-0.34%"
"05/02/2008","7.903","7.903","7.903","7.903","-0.67%"
"04/30/2008","7.956","7.956","7.956","7.956","-0.60%"
"04/29/2008","8.004","8.004","8.004","8.004","-1.68%"
"04/28/2008","8.141","8.141","8.141","8.141","-0.42%"
"04/25/2008","8.175","8.175","8.175","8.175","-0.23%"
"04/24/2008","8.194","8.194","8.194","8.194","0.10%"
"04/23/2008","8.186","8.186","8.186","8.186","0.26%"
"04/22/2008","8.165","8.165","8.165","8.165","-0.16%"
"04/21/2008","8.178","8.178","8.178","8.178","0.74%"
"04/17/2008","8.118","8.118","8.118","8.118","0.47%"
"04/16/2008","8.080","8.080","8.080","8.080","0.77%"
"04/15/2008","8.018","8.018","8.018","8.018","-0.20%"
"04/11/2008","8.034","8.034","8.034","8.034","0.88%"
"04/10/2008","7.964","7.964","7.964","7.964","0.49%"
"04/09/2008","7.925","7.925","7.925","7.925","-0.25%"
"04/08/2008","7.945","7.945","7.945","7.945","-0.56%"
"04/07/2008","7.990","7.990","7.990","7.990","0.06%"
"04/04/2008","7.985","7.985","7.985","7.985","1.24%"
"04/03/2008","7.887","7.887","7.887","7.887","-0.55%"
"04/02/2008","7.931","7.931","7.931","7.931","-0.09%"
"03/31/2008","7.938","7.938","7.938","7.938","0.81%"
"03/28/2008","7.874","7.874","7.874","7.874","1.30%"
"03/27/2008","7.773","7.773","7.773","7.773","0.06%"
"03/26/2008","7.768","7.768","7.768","7.768","0.58%"
"03/25/2008","7.723","7.723","7.723","7.723","0.04%"
"03/24/2008","7.720","7.720","7.720","7.720","1.30%"
"03/19/2008","7.621","7.621","7.621","7.621","0.37%"
"03/18/2008","7.593","7.593","7.593","7.593","-0.52%"
"03/17/2008","7.633","7.633","7.633","7.633","0.12%"
"03/15/2008","7.624","7.624","7.624","7.624","-0.08%"
"03/14/2008","7.630","7.630","7.630","7.630","0.81%"
"03/13/2008","7.569","7.569","7.569","7.569","0.13%"
"03/12/2008","7.559","7.559","7.559","7.559","-0.59%"
"03/11/2008","7.604","7.604","7.604","7.604","-0.21%"
"03/10/2008","7.620","7.620","7.620","7.620","0.46%"
"03/08/2008","7.585","7.585","7.585","7.585","-0.07%"
"03/07/2008","7.590","7.590","7.590","7.590","0.52%"
"03/05/2008","7.551","7.551","7.551","7.551","-0.41%"
"03/04/2008","7.582","7.582","7.582","7.582","0.77%"
"03/03/2008","7.524","7.524","7.524","7.524","-0.58%"
"02/29/2008","7.568","7.568","7.568","7.568","-0.45%"
"02/28/2008","7.602","7.602","7.602","7.602","-0.35%"
"02/27/2008","7.629","7.629","7.629","7.629","-0.03%"
"02/26/2008","7.631","7.631","7.631","7.631","-0.12%"
"02/25/2008","7.640","7.640","7.640","7.640","-0.68%"
"02/23/2008","7.692","7.692","7.692","7.692","0.17%"
"02/22/2008","7.679","7.679","7.679","7.679","1.27%"
"02/21/2008","7.583","7.583","7.583","7.583","-0.81%"
"02/20/2008","7.645","7.645","7.645","7.645","1.10%"
"02/19/2008","7.562","7.562","7.562","7.562","0.25%"
"02/18/2008","7.543","7.543","7.543","7.543","0.41%"
"02/16/2008","7.512","7.512","7.512","7.512","0.12%"
"02/15/2008","7.503","7.503","7.503","7.503","0.52%"
"02/14/2008","7.464","7.464","7.464","7.464","0.12%"
"02/13/2008","7.455","7.455","7.455","7.455","0.03%"
"02/12/2008","7.453","7.453","7.453","7.453","0.19%"
"02/11/2008","7.439","7.439","7.439","7.439","-0.33%"
"02/09/2008","7.464","7.464","7.464","7.464","-0.08%"
"02/08/2008","7.470","7.470","7.470","7.470","-0.04%"
"02/07/2008","7.473","7.473","7.473","7.473","-0.20%"
"02/06/2008","7.488","7.488","7.488","7.488","-0.40%"
"02/05/2008","7.518","7.518","7.518","7.518","0.04%"
"02/04/2008","7.515","7.515","7.515","7.515","0.25%"
"02/02/2008","7.496","7.496","7.496","7.496","0.12%"
"02/01/2008","7.487","7.487","7.487","7.487","-0.56%"
"01/31/2008","7.529","7.529","7.529","7.529","-0.40%"
"01/30/2008","7.559","7.559","7.559","7.559","0.23%"
"01/29/2008","7.542","7.542","7.542","7.542","1.40%"
"01/28/2008","7.438","7.438","7.438","7.438","0.09%"
"01/25/2008","7.431","7.431","7.431","7.431","0.70%"
"01/24/2008","7.379","7.379","7.379","7.379","-0.08%"
"01/23/2008","7.385","7.385","7.385","7.385","-1.10%"
"01/22/2008","7.467","7.467","7.467","7.467","-0.97%"
"01/21/2008","7.540","7.540","7.540","7.540","-0.15%"
"01/18/2008","7.551","7.551","7.551","7.551","-0.04%"
"01/17/2008","7.554","7.554","7.554","7.554","-0.12%"
"01/16/2008","7.563","7.563","7.563","7.563","0.09%"
"01/15/2008","7.556","7.556","7.556","7.556","0.16%"
"01/14/2008","7.544","7.544","7.544","7.544","-0.25%"
"01/12/2008","7.563","7.563","7.563","7.563","0.00%"
"01/11/2008","7.563","7.563","7.563","7.563","-0.30%"
"01/10/2008","7.586","7.586","7.586","7.586","-0.89%"
"01/09/2008","7.654","7.654","7.654","7.654","-0.25%"
"01/08/2008","7.673","7.673","7.673","7.673","0.17%"
"01/07/2008","7.660","7.660","7.660","7.660","-0.61%"
"01/05/2008","7.707","7.707","7.707","7.707","0.01%"
"01/04/2008","7.706","7.706","7.706","7.706","-0.63%"
"01/03/2008","7.755","7.755","7.755","7.755","0.12%"
"01/02/2008","7.746","7.746","7.746","7.746","0.00%"
"01/01/2008","7.746","7.746","7.746","7.746","-0.58%"
"12/31/2007","7.791","7.791","7.791","7.791","-0.24%"
"12/29/2007","7.810","7.810","7.810","7.810","-0.01%"
"12/28/2007","7.811","7.811","7.811","7.811","-0.57%"
"12/27/2007","7.856","7.856","7.856","7.856","-0.18%"
"12/26/2007","7.870","7.870","7.870","7.870","0.08%"
"12/24/2007","7.864","7.864","7.864","7.864","-0.05%"
"12/22/2007","7.868","7.868","7.868","7.868","-0.04%"
"12/20/2007","7.871","7.871","7.871","7.871","-0.14%"
"12/19/2007","7.882","7.882","7.882","7.882","-0.13%"
"12/18/2007","7.892","7.892","7.892","7.892","-0.08%"
"12/17/2007","7.898","7.898","7.898","7.898","0.01%"
"12/15/2007","7.897","7.897","7.897","7.897","-0.04%"
"12/14/2007","7.900","7.900","7.900","7.900","0.19%"
"12/13/2007","7.885","7.885","7.885","7.885","0.09%"
"12/12/2007","7.878","7.878","7.878","7.878","-0.06%"
"12/11/2007","7.883","7.883","7.883","7.883","0.08%"
"12/10/2007","7.877","7.877","7.877","7.877","0.10%"
"12/08/2007","7.869","7.869","7.869","7.869","-0.06%"
"12/07/2007","7.874","7.874","7.874","7.874","-0.05%"
"12/06/2007","7.878","7.878","7.878","7.878","0.11%"
"12/05/2007","7.869","7.869","7.869","7.869","-0.18%"
"12/04/2007","7.883","7.883","7.883","7.883","0.03%"
"12/03/2007","7.881","7.881","7.881","7.881","-0.34%"
"12/01/2007","7.908","7.908","7.908","7.908","0.04%"
"11/30/2007","7.905","7.905","7.905","7.905","-0.23%"
"11/29/2007","7.923","7.923","7.923","7.923","0.01%"
"11/28/2007","7.922","7.922","7.922","7.922","0.33%"
"11/27/2007","7.896","7.896","7.896","7.896","0.08%"
"11/26/2007","7.890","7.890","7.890","7.890","0.00%"
"11/23/2007","7.890","7.890","7.890","7.890","0.08%"
"11/22/2007","7.884","7.884","7.884","7.884","-0.03%"
"11/21/2007","7.886","7.886","7.886","7.886","0.14%"
"11/20/2007","7.875","7.875","7.875","7.875","0.00%"
"11/19/2007","7.875","7.875","7.875","7.875","-0.08%"
"11/17/2007","7.881","7.881","7.881","7.881","0.00%"
"11/16/2007","7.881","7.881","7.881","7.881","-0.03%"
"11/15/2007","7.883","7.883","7.883","7.883","0.10%"
"11/14/2007","7.875","7.875","7.875","7.875","-0.15%"
"11/13/2007","7.887","7.887","7.887","7.887","-0.45%"
"11/12/2007","7.923","7.923","7.923","7.923","-0.15%"
"11/10/2007","7.935","7.935","7.935","7.935","0.27%"
"11/08/2007","7.914","7.914","7.914","7.914","0.23%"
"11/07/2007","7.896","7.896","7.896","7.896","0.00%"
"11/06/2007","7.896","7.896","7.896","7.896","0.36%"
"11/05/2007","7.868","7.868","7.868","7.868","0.14%"
"11/03/2007","7.857","7.857","7.857","7.857","-0.03%"
"11/02/2007","7.859","7.859","7.859","7.859","0.00%"
"11/01/2007","7.859","7.859","7.859","7.859","0.26%"
"10/31/2007","7.839","7.839","7.839","7.839","-0.27%"
"10/30/2007","7.860","7.860","7.860","7.860","0.56%"
"10/29/2007","7.816","7.816","7.816","7.816","-0.09%"
"10/27/2007","7.823","7.823","7.823","7.823","0.01%"
"10/26/2007","7.822","7.822","7.822","7.822","0.04%"
"10/25/2007","7.819","7.819","7.819","7.819","-0.15%"
"10/24/2007","7.831","7.831","7.831","7.831","0.10%"
"10/23/2007","7.823","7.823","7.823","7.823","-0.51%"
"10/22/2007","7.863","7.863","7.863","7.863","-0.44%"
"10/20/2007","7.898","7.898","7.898","7.898","0.00%"
"10/19/2007","7.898","7.898","7.898","7.898","-0.20%"
"10/18/2007","7.914","7.914","7.914","7.914","-0.16%"
"10/17/2007","7.927","7.927","7.927","7.927","0.19%"
"10/16/2007","7.912","7.912","7.912","7.912","0.05%"
"10/15/2007","7.908","7.908","7.908","7.908","0.08%"
"10/13/2007","7.902","7.902","7.902","7.902","-0.03%"
"10/12/2007","7.904","7.904","7.904","7.904","0.14%"
"10/11/2007","7.893","7.893","7.893","7.893","-0.10%"
"10/10/2007","7.901","7.901","7.901","7.901","-0.32%"
"10/09/2007","7.926","7.926","7.926","7.926","-0.19%"
"10/08/2007","7.941","7.941","7.941","7.941","0.35%"
"10/06/2007","7.913","7.913","7.913","7.913","0.06%"
"10/05/2007","7.908","7.908","7.908","7.908","0.19%"
"10/04/2007","7.893","7.893","7.893","7.893","-0.06%"
"10/03/2007","7.898","7.898","7.898","7.898","-0.27%"
"10/01/2007","7.919","7.919","7.919","7.919","-0.08%"
"09/28/2007","7.925","7.925","7.925","7.925","-0.04%"
"09/27/2007","7.928","7.928","7.928","7.928","0.06%"
"09/26/2007","7.923","7.923","7.923","7.923","-0.05%"
"09/25/2007","7.927","7.927","7.927","7.927","0.51%"
"09/24/2007","7.887","7.887","7.887","7.887","0.36%"
"09/21/2007","7.859","7.859","7.859","7.859","0.19%"
"09/20/2007","7.844","7.844","7.844","7.844","-0.23%"
"09/19/2007","7.862","7.862","7.862","7.862","-0.30%"
"09/18/2007","7.886","7.886","7.886","7.886","-0.08%"
"09/17/2007","7.892","7.892","7.892","7.892","0.08%"
"09/14/2007","7.886","7.886","7.886","7.886","-0.15%"
"09/13/2007","7.898","7.898","7.898","7.898","0.03%"
"09/12/2007","7.896","7.896","7.896","7.896","0.00%"
"09/11/2007","7.896","7.896","7.896","7.896","0.41%"
"09/10/2007","7.864","7.864","7.864","7.864","-0.41%"
"09/07/2007","7.896","7.896","7.896","7.896","-0.30%"
"09/06/2007","7.920","7.920","7.920","7.920","-0.10%"
"09/05/2007","7.928","7.928","7.928","7.928","0.14%"
"09/04/2007","7.917","7.917","7.917","7.917","0.19%"
"09/03/2007","7.902","7.902","7.902","7.902","-0.35%"
"08/31/2007","7.930","7.930","7.930","7.930","-0.50%"
"08/30/2007","7.970","7.970","7.970","7.970","0.23%"
"08/29/2007","7.952","7.952","7.952","7.952","0.16%"
"08/28/2007","7.939","7.939","7.939","7.939","0.14%"
"08/27/2007","7.928","7.928","7.928","7.928","-0.11%"
"08/24/2007","7.937","7.937","7.937","7.937","0.08%"
"08/23/2007","7.931","7.931","7.931","7.931","0.24%"
"08/22/2007","7.912","7.912","7.912","7.912","-0.58%"
"08/21/2007","7.958","7.958","7.958","7.958","-0.51%"
"08/17/2007","7.999","7.999","7.999","7.999","-0.46%"
"08/16/2007","8.036","8.036","8.036","8.036","0.60%"
"08/14/2007","7.988","7.988","7.988","7.988","0.14%"
"08/13/2007","7.977","7.977","7.977","7.977","-0.08%"
"08/10/2007","7.983","7.983","7.983","7.983","-0.10%"
"08/09/2007","7.991","7.991","7.991","7.991","1.08%"
"08/08/2007","7.906","7.906","7.906","7.906","1.02%"
"08/07/2007","7.826","7.826","7.826","7.826","-0.33%"
"08/06/2007","7.852","7.852","7.852","7.852","-0.10%"
"08/03/2007","7.860","7.860","7.860","7.860","-0.39%"
"08/02/2007","7.891","7.891","7.891","7.891","-0.08%"
"08/01/2007","7.897","7.897","7.897","7.897","0.66%"
"07/31/2007","7.845","7.845","7.845","7.845","0.89%"
"07/30/2007","7.776","7.776","7.776","7.776","-0.74%"
"07/27/2007","7.834","7.834","7.834","7.834","0.38%"
"07/26/2007","7.804","7.804","7.804","7.804","-0.27%"
"07/25/2007","7.825","7.825","7.825","7.825","0.64%"
"07/24/2007","7.775","7.775","7.775","7.775","0.36%"
"07/23/2007","7.747","7.747","7.747","7.747","-0.78%"
"07/20/2007","7.808","7.808","7.808","7.808","-0.29%"
"07/19/2007","7.831","7.831","7.831","7.831","0.60%"
"07/18/2007","7.784","7.784","7.784","7.784","-0.75%"
"07/17/2007","7.843","7.843","7.843","7.843","-0.90%"
"07/16/2007","7.914","7.914","7.914","7.914","-0.31%"
"07/13/2007","7.939","7.939","7.939","7.939","0.29%"
"07/12/2007","7.916","7.916","7.916","7.916","-0.11%"
"07/11/2007","7.925","7.925","7.925","7.925","-0.18%"
"07/10/2007","7.939","7.939","7.939","7.939","0.18%"
"07/09/2007","7.925","7.925","7.925","7.925","-1.06%"
"07/06/2007","8.010","8.010","8.010","8.010","0.04%"
"07/05/2007","8.007","8.007","8.007","8.007","-0.26%"
"07/04/2007","8.028","8.028","8.028","8.028","-0.85%"
"07/03/2007","8.097","8.097","8.097","8.097","-0.17%"
"07/02/2007","8.111","8.111","8.111","8.111","-0.93%"
"06/29/2007","8.187","8.187","8.187","8.187","-0.09%"
"06/28/2007","8.194","8.194","8.194","8.194","-0.53%"
"06/27/2007","8.238","8.238","8.238","8.238","0.39%"
"06/26/2007","8.206","8.206","8.206","8.206","0.28%"
"06/25/2007","8.183","8.183","8.183","8.183","-0.56%"
"06/22/2007","8.229","8.229","8.229","8.229","-0.07%"
"06/21/2007","8.235","8.235","8.235","8.235","-0.17%"
"06/20/2007","8.249","8.249","8.249","8.249","0.34%"
"06/19/2007","8.221","8.221","8.221","8.221","0.23%"
"06/18/2007","8.202","8.202","8.202","8.202","-1.04%"
"06/15/2007","8.288","8.288","8.288","8.288","-0.52%"
"06/14/2007","8.331","8.331","8.331","8.331","-0.95%"
"06/13/2007","8.411","8.411","8.411","8.411","0.38%"
"06/12/2007","8.379","8.379","8.379","8.379","0.41%"
"06/11/2007","8.345","8.345","8.345","8.345","2.54%"
"06/08/2007","8.138","8.138","8.138","8.138","0.43%"
"06/07/2007","8.103","8.103","8.103","8.103","-0.41%"
"06/06/2007","8.136","8.136","8.136","8.136","0.54%"
"06/05/2007","8.092","8.092","8.092","8.092","0.07%"
"06/04/2007","8.086","8.086","8.086","8.086","0.11%"
"06/01/2007","8.077","8.077","8.077","8.077","-0.04%"
"05/31/2007","8.080","8.080","8.080","8.080","-0.26%"
"05/30/2007","8.101","8.101","8.101","8.101","-0.04%"
"05/29/2007","8.104","8.104","8.104","8.104","0.41%"
"05/28/2007","8.071","8.071","8.071","8.071","-0.80%"
"05/25/2007","8.136","8.136","8.136","8.136","-0.25%"
"05/24/2007","8.156","8.156","8.156","8.156","0.16%"
"05/23/2007","8.143","8.143","8.143","8.143","0.37%"
"05/22/2007","8.113","8.113","8.113","8.113","0.28%"
"05/21/2007","8.090","8.090","8.090","8.090","-0.78%"
"05/18/2007","8.154","8.154","8.154","8.154","0.38%"
"05/17/2007","8.123","8.123","8.123","8.123","0.23%"
"05/16/2007","8.104","8.104","8.104","8.104","-0.22%"
"05/15/2007","8.122","8.122","8.122","8.122","-0.36%"
"05/14/2007","8.151","8.151","8.151","8.151","-0.20%"
"05/11/2007","8.167","8.167","8.167","8.167","0.55%"
"05/10/2007","8.122","8.122","8.122","8.122","0.49%"
"05/09/2007","8.082","8.082","8.082","8.082","-0.39%"
"05/08/2007","8.114","8.114","8.114","8.114","-0.55%"
"05/07/2007","8.159","8.159","8.159","8.159","0.00%"
"05/04/2007","8.159","8.159","8.159","8.159","0.11%"
"05/03/2007","8.150","8.150","8.150","8.150","-0.28%"
"04/30/2007","8.173","8.173","8.173","8.173","0.38%"
"04/27/2007","8.142","8.142","8.142","8.142","1.12%"
"04/26/2007","8.052","8.052","8.052","8.052","0.90%"
"04/25/2007","7.980","7.980","7.980","7.980","-0.29%"
"04/24/2007","8.003","8.003","8.003","8.003","-1.20%"
"04/23/2007","8.100","8.100","8.100","8.100","0.41%"
"04/20/2007","8.067","8.067","8.067","8.067","-0.36%"
"04/19/2007","8.096","8.096","8.096","8.096","0.26%"
"04/18/2007","8.075","8.075","8.075","8.075","-0.41%"
"04/17/2007","8.108","8.108","8.108","8.108","0.04%"
"04/16/2007","8.105","8.105","8.105","8.105","0.00%"
"04/13/2007","8.105","8.105","8.105","8.105","0.33%"
"04/12/2007","8.078","8.078","8.078","8.078","0.39%"
"04/11/2007","8.047","8.047","8.047","8.047","0.29%"
"04/10/2007","8.024","8.024","8.024","8.024","-1.18%"
"04/09/2007","8.120","8.120","8.120","8.120","-0.77%"
"04/05/2007","8.183","8.183","8.183","8.183","0.28%"
"04/04/2007","8.160","8.160","8.160","8.160","-0.28%"
"04/03/2007","8.183","8.183","8.183","8.183","2.01%"
"03/30/2007","8.022","8.022","8.022","8.022","0.65%"
"03/29/2007","7.970","7.970","7.970","7.970","-0.15%"
"03/28/2007","7.982","7.982","7.982","7.982","-0.18%"
"03/26/2007","7.996","7.996","7.996","7.996","0.57%"
"03/23/2007","7.951","7.951","7.951","7.951","0.04%"
"03/22/2007","7.948","7.948","7.948","7.948","-1.29%"
"03/21/2007","8.052","8.052","8.052","8.052","-0.19%"
"03/20/2007","8.067","8.067","8.067","8.067","0.55%"
"03/16/2007","8.023","8.023","8.023","8.023","0.38%"
"03/15/2007","7.993","7.993","7.993","7.993","0.30%"
"03/14/2007","7.969","7.969","7.969","7.969","-0.03%"
"03/13/2007","7.971","7.971","7.971","7.971","0.28%"
"03/12/2007","7.949","7.949","7.949","7.949","-0.65%"
"03/09/2007","8.001","8.001","8.001","8.001","-0.04%"
"03/08/2007","8.004","8.004","8.004","8.004","0.64%"
"03/07/2007","7.953","7.953","7.953","7.953","-0.04%"
"03/06/2007","7.956","7.956","7.956","7.956","-0.29%"
"03/05/2007","7.979","7.979","7.979","7.979","0.38%"
"03/02/2007","7.949","7.949","7.949","7.949","0.18%"
"03/01/2007","7.935","7.935","7.935","7.935","-0.81%"
"02/28/2007","8.000","8.000","8.000","8.000","1.29%"
"02/27/2007","7.898","7.898","7.898","7.898","0.08%"
"02/26/2007","7.892","7.892","7.892","7.892","-0.54%"
"02/23/2007","7.935","7.935","7.935","7.935","-0.28%"
"02/22/2007","7.957","7.957","7.957","7.957","0.40%"
"02/21/2007","7.925","7.925","7.925","7.925","-0.97%"
"02/20/2007","8.003","8.003","8.003","8.003","-0.16%"
"02/19/2007","8.016","8.016","8.016","8.016","-0.71%"
"02/15/2007","8.073","8.073","8.073","8.073","-0.12%"
"02/14/2007","8.083","8.083","8.083","8.083","2.05%"
"02/13/2007","7.921","7.921","7.921","7.921","1.21%"
"02/12/2007","7.826","7.826","7.826","7.826","0.23%"
"02/09/2007","7.808","7.808","7.808","7.808","0.22%"
"02/08/2007","7.791","7.791","7.791","7.791","0.54%"
"02/07/2007","7.749","7.749","7.749","7.749","-0.04%"
"02/06/2007","7.752","7.752","7.752","7.752","0.47%"
"02/05/2007","7.716","7.716","7.716","7.716","0.22%"
"02/02/2007","7.699","7.699","7.699","7.699","-0.50%"
"01/31/2007","7.738","7.738","7.738","7.738","-2.05%"
"01/29/2007","7.900","7.900","7.900","7.900","0.22%"
"01/25/2007","7.883","7.883","7.883","7.883","-0.16%"
"01/24/2007","7.896","7.896","7.896","7.896","0.29%"
"01/23/2007","7.873","7.873","7.873","7.873","-0.44%"
"01/22/2007","7.908","7.908","7.908","7.908","1.29%"
"01/19/2007","7.807","7.807","7.807","7.807","-0.04%"
"01/18/2007","7.810","7.810","7.810","7.810","0.00%"
"01/17/2007","7.810","7.810","7.810","7.810","0.57%"
"01/16/2007","7.766","7.766","7.766","7.766","-0.33%"
"01/15/2007","7.792","7.792","7.792","7.792","-1.70%"
"01/12/2007","7.927","7.927","7.927","7.927","5.17%"
"01/11/2007","7.537","7.537","7.537","7.537","0.00%"
"01/10/2007","7.537","7.537","7.537","7.537","0.36%"
"01/09/2007","7.510","7.510","7.510","7.510","0.27%"
"01/08/2007","7.490","7.490","7.490","7.490","-0.86%"
"01/05/2007","7.555","7.555","7.555","7.555","-0.38%"
"01/04/2007","7.584","7.584","7.584","7.584","0.58%"
"01/03/2007","7.540","7.540","7.540","7.540","0.05%"
"01/02/2007","7.536","7.536","7.536","7.536","-1.09%"
"12/29/2006","7.619","7.619","7.619","7.619","-0.14%"
"12/28/2006","7.630","7.630","7.630","7.630","0.12%"
"12/27/2006","7.621","7.621","7.621","7.621","-0.05%"
"12/26/2006","7.625","7.625","7.625","7.625","0.32%"
"12/22/2006","7.601","7.601","7.601","7.601","-0.03%"
"12/21/2006","7.603","7.603","7.603","7.603","0.22%"
"12/20/2006","7.586","7.586","7.586","7.586","0.04%"
"12/19/2006","7.583","7.583","7.583","7.583","-0.39%"
"12/18/2006","7.613","7.613","7.613","7.613","-0.37%"
"12/15/2006","7.641","7.641","7.641","7.641","-0.55%"
"12/14/2006","7.683","7.683","7.683","7.683","0.80%"
"12/13/2006","7.622","7.622","7.622","7.622","-0.29%"
"12/12/2006","7.644","7.644","7.644","7.644","1.41%"
"12/11/2006","7.538","7.538","7.538","7.538","2.00%"
"12/08/2006","7.390","7.390","7.390","7.390","-0.04%"
"12/07/2006","7.393","7.393","7.393","7.393","0.04%"
"12/06/2006","7.390","7.390","7.390","7.390","0.15%"
"12/05/2006","7.379","7.379","7.379","7.379","-0.03%"
"12/04/2006","7.381","7.381","7.381","7.381","-0.61%"
"12/01/2006","7.426","7.426","7.426","7.426","0.03%"
"11/30/2006","7.424","7.424","7.424","7.424","0.23%"
"11/29/2006","7.407","7.407","7.407","7.407","0.41%"
"11/28/2006","7.377","7.377","7.377","7.377","-0.08%"
"11/27/2006","7.383","7.383","7.383","7.383","-0.65%"
"11/24/2006","7.431","7.431","7.431","7.431","-0.34%"
"11/23/2006","7.456","7.456","7.456","7.456","-0.15%"
"11/22/2006","7.467","7.467","7.467","7.467","-0.04%"
"11/21/2006","7.470","7.470","7.470","7.470","-0.17%"
"11/20/2006","7.483","7.483","7.483","7.483","-0.62%"
"11/17/2006","7.530","7.530","7.530","7.530","-0.12%"
"11/16/2006","7.539","7.539","7.539","7.539","0.07%"
"11/15/2006","7.534","7.534","7.534","7.534","-0.34%"
"11/14/2006","7.560","7.560","7.560","7.560","-0.32%"
"11/13/2006","7.584","7.584","7.584","7.584","-0.26%"
"11/10/2006","7.604","7.604","7.604","7.604","-0.09%"
"11/09/2006","7.611","7.611","7.611","7.611","0.29%"
"11/08/2006","7.589","7.589","7.589","7.589","-0.37%"
"11/07/2006","7.617","7.617","7.617","7.617","-0.57%"
"11/06/2006","7.661","7.661","7.661","7.661","0.25%"
"11/03/2006","7.642","7.642","7.642","7.642","0.55%"
"11/02/2006","7.600","7.600","7.600","7.600","-0.17%"
"11/01/2006","7.613","7.613","7.613","7.613","-0.16%"
"10/31/2006","7.625","7.625","7.625","7.625","0.13%"
"10/30/2006","7.615","7.615","7.615","7.615","0.11%"
"10/27/2006","7.607","7.607","7.607","7.607","-0.38%"
"10/26/2006","7.636","7.636","7.636","7.636","-0.30%"
"10/23/2006","7.659","7.659","7.659","7.659","0.07%"
"10/20/2006","7.654","7.654","7.654","7.654","-0.27%"
"10/19/2006","7.675","7.675","7.675","7.675","-0.12%"
"10/18/2006","7.684","7.684","7.684","7.684","0.01%"
"10/17/2006","7.683","7.683","7.683","7.683","0.08%"
"10/16/2006","7.677","7.677","7.677","7.677","0.79%"
"10/13/2006","7.617","7.617","7.617","7.617","0.03%"
"10/12/2006","7.615","7.615","7.615","7.615","-0.30%"
"10/11/2006","7.638","7.638","7.638","7.638","0.34%"
"10/10/2006","7.612","7.612","7.612","7.612","-0.39%"
"10/09/2006","7.642","7.642","7.642","7.642","0.61%"
"10/06/2006","7.596","7.596","7.596","7.596","0.08%"
"10/05/2006","7.590","7.590","7.590","7.590","0.04%"
"10/04/2006","7.587","7.587","7.587","7.587","-0.34%"
"10/03/2006","7.613","7.613","7.613","7.613","-0.38%"
"09/29/2006","7.642","7.642","7.642","7.642","0.24%"
"09/28/2006","7.624","7.624","7.624","7.624","0.42%"
"09/27/2006","7.592","7.592","7.592","7.592","0.40%"
"09/26/2006","7.562","7.562","7.562","7.562","-0.83%"
"09/25/2006","7.625","7.625","7.625","7.625","0.08%"
"09/22/2006","7.619","7.619","7.619","7.619","-0.79%"
"09/21/2006","7.680","7.680","7.680","7.680","0.80%"
"09/20/2006","7.619","7.619","7.619","7.619","-1.47%"
"09/19/2006","7.733","7.733","7.733","7.733","-0.68%"
"09/18/2006","7.786","7.786","7.786","7.786","-0.55%"
"09/15/2006","7.829","7.829","7.829","7.829","0.27%"
"09/14/2006","7.808","7.808","7.808","7.808","0.90%"
"09/13/2006","7.738","7.738","7.738","7.738","-0.42%"
"09/12/2006","7.771","7.771","7.771","7.771","0.83%"
"09/11/2006","7.707","7.707","7.707","7.707","0.03%"
"09/08/2006","7.705","7.705","7.705","7.705","-0.96%"
"09/07/2006","7.780","7.780","7.780","7.780","0.14%"
"09/06/2006","7.769","7.769","7.769","7.769","0.19%"
"09/05/2006","7.754","7.754","7.754","7.754","0.40%"
"09/04/2006","7.723","7.723","7.723","7.723","-1.96%"
"09/01/2006","7.877","7.877","7.877","7.877","-0.18%"
"08/31/2006","7.891","7.891","7.891","7.891","-0.53%"
"08/30/2006","7.933","7.933","7.933","7.933","-0.16%"
"08/29/2006","7.946","7.946","7.946","7.946","-0.05%"
"08/28/2006","7.950","7.950","7.950","7.950","-0.38%"
"08/25/2006","7.980","7.980","7.980","7.980","0.64%"
"08/24/2006","7.929","7.929","7.929","7.929","-0.89%"
"08/23/2006","8.000","8.000","8.000","8.000","-0.34%"
"08/22/2006","8.027","8.027","8.027","8.027","-0.10%"
"08/21/2006","8.035","8.035","8.035","8.035","0.20%"
"08/18/2006","8.019","8.019","8.019","8.019","-0.10%"
"08/17/2006","8.027","8.027","8.027","8.027","-0.82%"
"08/16/2006","8.093","8.093","8.093","8.093","-0.57%"
"08/14/2006","8.139","8.139","8.139","8.139","0.22%"
"08/11/2006","8.121","8.121","8.121","8.121","0.42%"
"08/10/2006","8.087","8.087","8.087","8.087","-0.41%"
"08/09/2006","8.120","8.120","8.120","8.120","-1.73%"
"08/08/2006","8.263","8.263","8.263","8.263","0.10%"
"08/07/2006","8.255","8.255","8.255","8.255","-0.39%"
