Name,Sub Category,NSE Benchmark,BSE Benchmark,Crisil Benchmark,MSCI Benchmark,Plan,AUM,expense_ratio,lockin,exit_load,sip_investment,minimum_lumpsum,minimum_sip,absolute_returns__3m,absolute_returns__6m,absolute_returns__1y,3y_avg_annual_rolling_return_,cagr_3y,cagr_5y,cagr_10y,pe_ratio,category_pe_ratio,tracking_error,volatility,category_st_dev,maximum_drawdown,percentage_equity_holding,percentage_debt_holding,percentage_largecap_holding,percentage_midcap_holding,percentage_smallcap_holding,percentage_concetration__top_5_holdings,percentage_cash_holding
Groww Nifty Smallcap 250 Index Fund,Index Fund,,,,,Growth,91.02,0.45,0,0.25,Allowed,500,0,2.3,14.37,0,0,0,0,0,49.27,43.65,0.21,21.58,17.51,10.62,100.14,0,0,13.04,86.19,6.67,-0.14
UTI NIFTY50 Equal Weight Index Fund,Index Fund,,,,,Growth,90.82,0.59,0,0,Allowed,1000,0,-0.91,8.85,29.95,0,0,0,0,39.27,43.65,0.07,14.07,17.51,9.78,99.97,0,96.61,3.36,0,11,0.03
Edelweiss Nifty Next 50 Index Fund,Index Fund,,,,,Growth,87.56,0.09,0,0,Allowed,100,100,-2.88,7.88,52.35,0,0,0,0,60.81,43.65,0.21,19.9,17.51,15.86,101.23,0,87.31,13.92,0,20.01,-1.23
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund,Index Fund,,,,,Growth,85.13,0.34,0,0.25,Allowed,5000,0,-4.08,6.07,0,0,0,0,0,44.4,43.65,0.43,22.02,17.51,9.84,99.87,0,56.55,22.28,21.04,33.58,0.13
ICICI Pru Nifty50 Value 20 Index Fund,Index Fund,,,,,Growth,79.2,0.25,0,0,Allowed,100,100,1.46,11.66,0,0,0,0,0,25.57,43.65,0.07,14.56,17.51,7.02,99.75,0,96.42,3.33,0,59.49,0.25
ICICI Pru Nifty Pharma Index Fund,Index Fund,,,,,Growth,78.96,0.35,0,0,Allowed,1000,1000,1.7,19.44,45.06,0,0,0,0,44.55,43.65,0.15,14.47,17.51,10.02,100.36,0,71.88,19.98,8.5,61.82,-0.36
Tata Nifty Auto Index Fund,Index Fund,,,,,Growth,75.28,0.34,0,0.25,Allowed,5000,150,-4.4,6.52,0,0,0,0,0,30.01,43.65,0.67,20.4,17.51,14.76,99.97,0,80.35,18.09,1.53,67.65,0.03
Kotak BSE PSU Index Fund,Index Fund,,,,,Growth,70.85,0.38,0,0,Allowed,100,100,-7.1,0,0,0,0,0,0,19.16,43.65,0.22,23.35,17.51,15.43,100.14,0,74.17,22.35,3.63,43.58,-0.14
Kotak NIFTY 100 Low Volatility 30 Index Fund,Index Fund,,,,,Growth,70.66,0.32,0,0,Allowed,100,100,-0.68,0,0,0,0,0,0,44.11,43.65,0.23,10.16,17.51,9.94,100.24,0,94.4,5.85,0,19.93,-0.24
ICICI Pru Nifty200 Value 30 Index Fund,Index Fund,,,,,Growth,65.13,0,0,0,Allowed,100,1000,0,0,0,0,0,0,0,20.28,43.65,0.28,25.35,17.51,5.62,99.52,0,75.43,19.64,4.45,26.57,0.48
Baroda BNP Paribas Nifty 50 Index Fund,Index Fund,,,,,Growth,60.27,0.16,0,0.2,Allowed,5000,0,0.35,9.25,0,0,0,0,0,35.82,43.65,0.24,13.92,17.51,8.37,99.78,0,98.31,1.48,0,37.84,0.22
Tata Nifty Realty Index Fund,Index Fund,,,,,Growth,51.91,0.34,0,0.25,Allowed,5000,150,-4.07,0.35,0,0,0,0,0,58.24,43.65,1.34,29.05,17.51,15.74,100.02,0,37.51,48.94,13.57,76.37,-0.02
Navi Nifty India Manufacturing Index Fund,Index Fund,,,,,Growth,49.76,0.21,0,0,Allowed,10,10,-2.28,9.9,45.96,0,0,0,0,49.56,43.65,0.24,16.17,17.51,10.17,100.47,0,70.23,26.97,3.27,23.88,-0.47
Kotak NIFTY Midcap 150 Momentum 50 Index Fund,Index Fund,,,,,Growth,48,0.28,0,0,Allowed,100,100,0,0,0,0,0,0,0,56.33,43.65,1.17,22.46,17.51,8.76,100.24,0,20.25,80,0,22.63,-0.24
Axis BSE Sensex Index Fund,Index Fund,,,,,Growth,46.55,0.2,0,0.25,Allowed,500,0,0.97,9.12,0,0,0,0,0,32.96,43.65,0.12,14.25,17.51,8.09,99.97,0,98.98,0.99,0,44.87,0.03
Tata Nifty Financial Services Index Fund,Index Fund,,,,,Growth,44.02,0.34,0,0.25,Allowed,5000,0,4.51,11.79,0,0,0,0,0,22.4,43.65,0.51,19.56,17.51,7.91,99.97,0,95.46,4.5,0,77.23,0.03
Bandhan Nifty Smallcap 250 Index Fund,Index Fund,,,,,Growth,43.66,0.2,0,0,Allowed,1000,0,2.37,14.39,0,0,0,0,0,48.68,43.65,0.25,20.32,17.51,12.24,100.44,0,0,14.45,85.99,7.1,-0.44
Kotak NIFTY Midcap 50 Index Fund,Index Fund,,,,,Growth,43.54,0.27,0,0,Allowed,100,100,0,0,0,0,0,0,0,47.96,43.65,0.35,15.62,17.51,9.34,100.27,0,19.51,80.76,0,18.87,-0.27
Groww Nifty Non-Cyclical Consumer Index Fund,Index Fund,,,,,Growth,42.7,0.4,0,1,Allowed,500,0,-2.27,0,0,0,0,0,0,84.54,43.65,0.06,13.82,17.51,12.81,100.59,0,85.27,13.77,1.55,43.46,-0.59
DSP Nifty Bank Index Fund,Index Fund,,,,,Growth,42.68,0.17,0,0,Allowed,100,0,2.96,0,0,0,0,0,0,16.52,43.65,0.2,20.49,17.51,7.99,99.82,0,85.8,14.03,0,81.21,0.18
Motilal Oswal BSE Quality Index Fund,Index Fund,,,,,Growth,34.37,0.38,0,1,Allowed,500,100,-7.19,7.6,41.34,0,0,0,0,43.84,43.65,0.19,16.29,17.51,10.54,98.67,0,78.8,16.97,2.89,30.92,1.33
Bandhan Nifty Total Market Index Fund,Index Fund,,,,,Growth,34.09,0.4,0,0.25,Allowed,1000,100,-0.03,0,0,0,0,0,0,44.08,43.65,0.07,13.54,17.51,8.19,100.07,0,68.72,17.56,13.79,21.86,-0.07
Kotak Nifty Financial Services Ex-Bank Index Fund,Index Fund,,,,,Growth,33,0.23,0,0,Allowed,100,100,4.04,10.98,24.61,0,0,0,0,48.58,43.65,0.19,19.64,17.51,9.6,99.86,0,67.68,29.14,3.04,40.36,0.14
Mirae Asset Nifty Total Market Index Fund,Index Fund,,,,,Growth,29.2,0,0,0,Allowed,5000,0,0,0,0,0,0,0,0,0,43.65,0.53,14.2,17.51,1.68,99.82,0,68.69,17.45,13.68,21.87,0.18
Baroda BNP Paribas Nifty200 Momentum 30 Index Fund,Index Fund,,,,,Growth,27.25,0,0,0.2,Allowed,1000,0,0,0,0,0,0,0,0,0,43.65,0.27,20.39,17.51,8.61,99.53,0,86.5,13.03,0,28.3,0.47
UTI BSE Housing Index Fund,Index Fund,,,,,Growth,26.57,0.57,0,0,Allowed,1000,500,-0.28,7.07,31.39,0,0,0,0,59.92,43.65,0,18.72,17.51,9.88,99.72,0,39.23,54.44,6.05,28.89,0.28
Bandhan Nifty IT Index Fund,Index Fund,,,,,Growth,25.29,0.36,0,0,Allowed,1000,0,9.89,27.87,39.61,0,0,0,0,35.13,43.65,0.98,20.27,17.51,15.36,99.6,0,83.92,15.68,0,78.54,0.4
Kotak Nifty India Tourism Index Fund,Index Fund,,,,,Growth,20.26,0.33,0,0,Allowed,100,100,0,0,0,0,0,0,0,51.18,43.65,0.14,24.18,17.51,13.76,100.1,0,40.66,35.49,23.94,76.16,-0.1
Motilal Oswal BSE Financials ex Bank 30 Index Fund,Index Fund,,,,,Growth,18.66,0.31,0,1,Allowed,500,500,0.46,8.97,25.3,0,0,0,0,44.05,43.65,0,20.01,17.51,15.16,99.7,0,70.99,26.42,2.29,41.76,0.3
Bandhan Nifty Midcap 150 Index Fund,Index Fund,,,,,Growth,18.44,0.21,0,0.25,Allowed,1000,100,0,0,0,0,0,0,0,52.93,43.65,0.24,17.57,17.51,8.61,100.12,0,11.45,80.1,8.57,9.96,-0.12
Kotak BSE Housing Index Fund,Index Fund,,,,,Growth,17.82,0.22,0,0,Allowed,100,100,-0.41,6.95,31.3,0,0,0,0,59.92,43.65,0,18.73,17.51,9.87,100.09,0,39.38,54.64,6.07,29,-0.09
Navi Nifty 500 Multicap 50:25:25 Index Fund,Index Fund,,,,,Growth,16.71,0.24,0,0,Allowed,10,10,0.17,0,0,0,0,0,0,46.83,43.65,1.66,14.68,17.51,8.02,99.5,0,50.38,25.13,23.76,15.26,0.5
Navi BSE Sensex Index Fund,Index Fund,,,,,Growth,12.68,0.14,0,0,Allowed,10,10,1.01,9.14,23.45,0,0,0,0,32.95,43.65,0.09,13.57,17.51,8.08,100.24,0,99.25,0.99,0,44.98,-0.24
Navi Nifty IT Index Fund,Index Fund,,,,,Growth,12.53,0.22,0,0,Allowed,10,10,9.85,27.64,0,0,0,0,0,35.89,43.65,0.13,18.98,17.51,8.09,99.86,0,84.78,15.08,0,79.09,0.14
Bandhan Nifty Bank Index Fund,Index Fund,,,,,Growth,12.31,0.21,0,0.25,Allowed,1000,0,0,0,0,0,0,0,0,16.18,43.65,0.14,15.3,17.51,7.1,99.95,0,85.91,14.04,0,81.32,0.05
SBI Long Term Equity Fund,Equity Linked Savings Scheme (ELSS),NIFTY 500,BSE 500 ,,,Growth,27559.31,0.93,3,0,Allowed,500,500,-0.29,12.59,48.09,29.06,23.56,25.5,15.87,38.99,46.64,4.06,13.91,14.8,38.2,90.88,0,61.49,18.16,11.23,27.22,9.12
Mirae Asset Nifty LargeMidcap 250 Index Fund,Index Fund,,,,,Growth,10.54,0,0,0,Allowed,5000,99,0,0,0,0,0,0,0,0,43.65,0.44,14.95,17.51,1.67,100.03,0,53.75,41.96,4.32,15.72,-0.03
Mirae Asset Nifty 50 Index Fund,Index Fund,,,,,Growth,9.43,0,0,0,Allowed,5000,0,0,0,0,0,0,0,0,0,43.65,0.28,13.12,17.51,1.9,100.12,0,98.88,1.23,0,38.87,-0.12
Sundaram Dividend Yield Fund,Dividend Yield Fund,NIFTY 500,BSE 500 ,,,Growth,932.84,0.94,0,1,Allowed,5000,0,-0.34,9.73,36.32,22.44,17.65,21.59,15.26,32.1,34.5,3.55,15.78,14.98,32.79,94.19,0,68.22,13.21,12.76,22.88,5.81
Axis Nifty500 Value 50 Index Fund,Index Fund,,,,,Growth,0,0,0,0.25,Allowed,100,100,0,0,0,0,0,0,0,0,43.65,0.24,20.46,17.51,2.7,0,0,0,0,0,0,0
Baroda BNP Paribas NIFTY Midcap 150 Index Fund,Index Fund,,,,,Growth,0,0,0,0.2,Allowed,1000,0,0,0,0,0,0,0,0,0,43.65,0.19,32.14,17.51,1.77,0,0,0,0,0,0,0
Quant Large & Mid Cap Fund,Large & Mid Cap Fund,NIFTY Large Midcap 250,BSE 250 Large MidCap,,,Growth,3708.99,0.61,0,1,Allowed,5000,0,-6.52,2.61,41.16,31.61,22.78,27.6,19.99,42.99,51.51,7.5,17.93,15.36,32.09,90.33,2.42,52.47,31.23,6.62,35.57,4.53
Mirae Asset Large & Midcap Fund,Large & Mid Cap Fund,NIFTY Large Midcap 250,BSE 250 Large MidCap,,,Growth,38166.21,0.58,0,1,Allowed,5000,99,-0.6,10.1,31.51,20.36,13.66,22.27,19.89,35.88,51.51,2.95,14.77,15.36,36.87,99.21,0,54.63,25.26,19.32,17.91,0.79
Canara Rob Emerg Equities Fund,Large & Mid Cap Fund,NIFTY Large Midcap 250,BSE 250 Large MidCap,,,Growth,24108.41,0.58,0,1,Allowed,5000,2000,2.63,15.31,38.07,20.1,15.26,22.92,18.33,63.85,51.51,4.49,14.69,15.36,36.2,98.07,0,52.61,30.46,15,24.65,1.93
Bandhan Core Equity Fund,Large & Mid Cap Fund,NIFTY Large Midcap 250,BSE 250 Large MidCap,,,Growth,6982,0.62,0,1,Allowed,1000,100,0.61,14.17,46.13,28.16,22.94,25.15,17.47,48.46,51.51,3.36,15.33,15.36,38.54,94.58,0,42.83,31.27,20.48,18.19,5.42
Invesco India Large & Mid Cap Fund,Large & Mid Cap Fund,NIFTY Large Midcap 250,BSE 250 Large MidCap,,,Growth,6493.35,0.64,0,1,Allowed,1000,300,3.96,18.17,47.31,24.01,20.62,22.23,17.38,64.3,51.51,4.83,15.53,15.36,35.31,96.88,0,39.91,39.09,17.88,21.36,0.93
Kotak Equity Opp Fund,Large & Mid Cap Fund,NIFTY Large Midcap 250,BSE 250 Large MidCap,,,Growth,25034.05,0.5,0,1,Allowed,100,100,0.47,11.06,37.73,23.78,19.98,23.31,17.34,48.4,51.51,3.31,15.52,15.36,36.03,97.52,0,52.91,36.09,8.51,20.07,2.09
DSP Equity Opportunities Fund,Large & Mid Cap Fund,NIFTY Large Midcap 250,BSE 250 Large MidCap,,,Growth,14485.57,0.71,0,1,Allowed,100,100,0.74,15.05,43.08,22.97,18.55,22.52,17.05,39.75,51.51,3.47,15.29,15.36,36.75,97.11,0,51.8,35.48,9.83,19.61,2.72
Edelweiss Large & Mid Cap Fund,Large & Mid Cap Fund,NIFTY Large Midcap 250,BSE 250 Large MidCap,,,Growth,3645.23,0.45,0,1,Allowed,100,100,3.49,17,38.28,22.84,18.1,23.46,16.55,52.19,51.51,3.04,15.42,15.36,34.92,98.1,0,52.25,32.47,13.39,14.39,1.9
SBI Large & Midcap Fund,Large & Mid Cap Fund,NIFTY Large Midcap 250,BSE 250 Large MidCap,,,Growth,28660.38,0.7,0,0.1,Allowed,5000,1500,2.88,13.52,34.43,23.05,17.94,22.77,16.51,51.54,51.51,4.17,12.77,15.36,36.43,95.67,0,37.77,36.69,20.4,20.36,4.33
Sundaram Large and Mid Cap Fund,Large & Mid Cap Fund,NIFTY Large Midcap 250,BSE 250 Large MidCap,,,Growth,6870.79,0.71,0,1,Allowed,100,0,1.44,12.2,35.12,21.31,15.06,19.58,16.08,54.68,51.51,2.72,15,15.36,38.05,94.77,0,55.56,29.63,9.58,17.21,3.78
ICICI Pru Large & Mid Cap Fund,Large & Mid Cap Fund,NIFTY Large Midcap 250,BSE 250 Large MidCap,,,Growth,17120.29,0.81,0,1,Allowed,5000,100,1.03,11.65,40.33,27.75,20.56,24.9,15.99,39.08,51.51,4.43,12.83,15.36,37.42,95.54,1.35,48.38,36.2,10.96,21.39,3.11
Tata Large & Mid Cap Fund,Large & Mid Cap Fund,NIFTY Large Midcap 250,BSE 250 Large MidCap,,,Growth,8677.04,0.67,0,1,Allowed,5000,100,1.29,11.6,32.15,21,17.51,20.68,15.85,44.01,51.51,4.38,14.06,15.36,35.69,94.51,0,45.42,33.91,15.17,26.26,5.34
UTI Large & Mid Cap Fund,Large & Mid Cap Fund,NIFTY Large Midcap 250,BSE 250 Large MidCap,,,Growth,3976.41,1.11,0,1,Allowed,5000,1500,1.68,16.52,43.17,25.39,19.9,24.76,14.97,34.25,51.51,3.96,13.8,15.36,41.5,94.37,0.1,45.04,32.98,16.36,24.27,5.04
HDFC Large and Mid Cap Fund,Large & Mid Cap Fund,NIFTY Large Midcap 250,BSE 250 Large MidCap,,,Growth,23484.62,0.84,0,1,Allowed,100,1500,0,11.22,36.61,27.67,20.05,24.55,14.47,40.91,51.51,2.02,15.27,15.36,39.49,98.34,0,49.92,32.59,15.83,15.16,1.08
Aditya Birla SL Equity Advantage Fund,Large & Mid Cap Fund,NIFTY Large Midcap 250,BSE 250 Large MidCap,,,Growth,5871.83,1.02,0,1,Allowed,1000,100,-0.45,9.79,28.54,15.6,8.74,17.26,14.1,51.42,51.51,3.01,15.49,15.36,39.25,98.83,0,44.38,34.94,19.51,16.72,1.17
Bank of India Large & Mid Cap Equity Fund,Large & Mid Cap Fund,NIFTY Large Midcap 250,BSE 250 Large MidCap,,,Growth,364.78,1.17,0,1,Allowed,5000,0,-1.87,9.51,35.83,22.39,15.97,21.34,13.62,35.52,51.51,5.34,17.04,15.36,37.85,96.6,0.04,40.58,37.58,18.44,21.9,3.35
Nippon India Vision Fund,Large & Mid Cap Fund,NIFTY Large Midcap 250,BSE 250 Large MidCap,,,Growth,5403.05,1.48,0,1,Allowed,5000,100,1.88,13.34,43.24,23.75,18.66,22.25,13.47,54.99,51.51,2.93,15.1,15.36,45.02,96.89,0,55.11,38.77,3.01,17.67,3.11
Franklin India Equity Advantage Fund,Large & Mid Cap Fund,NIFTY Large Midcap 250,BSE 250 Large MidCap,,,Growth,3517.97,1.25,0,1,Allowed,5000,500,2.51,15.71,34.67,18.8,13.17,19.59,13.3,53.9,51.51,5.03,13.81,15.36,41.78,97.48,0,51.68,31.5,12.62,18.11,2.52
Axis Growth Opp Fund,Large & Mid Cap Fund,NIFTY Large Midcap 250,BSE 250 Large MidCap,,,Growth,14525.72,0.58,0,1,Allowed,100,100,2.65,13.87,36.87,21.96,15.4,23.83,0,58.73,51.51,5.36,12.82,15.36,31.87,96.82,0,50.24,28.48,6.05,15.24,1.21
Motilal Oswal Large & Midcap Fund,Large & Mid Cap Fund,NIFTY Large Midcap 250,BSE 250 Large MidCap,,,Growth,6840.21,0.51,0,1,Allowed,500,1500,8.02,21.85,51.93,29.06,25.08,27.29,0,97.81,51.51,8.41,18.11,15.36,37.44,98.73,0,36.53,43.15,19.06,26.59,1.27
HSBC Large & Mid Cap Fund,Large & Mid Cap Fund,NIFTY Large Midcap 250,BSE 250 Large MidCap,,,Growth,3608.53,0.89,0,1,Allowed,5000,500,2.1,15.44,43.74,23.3,18.91,23.07,0,77.15,51.51,6.89,19.2,15.36,36.1,96.38,0,45.25,36.97,14.17,19.71,3.57
LIC MF Large & Midcap Fund,Large & Mid Cap Fund,NIFTY Large Midcap 250,BSE 250 Large MidCap,,,Growth,3082.73,0.59,0,1,Allowed,5000,200,1.06,17.01,42.64,21.79,17.02,21.34,0,47.69,51.51,4.07,16.03,15.36,33.92,97.46,0,42.79,30.94,23.72,19.07,2.54
Mahindra Manulife Large & Mid Cap Fund,Large & Mid Cap Fund,NIFTY Large Midcap 250,BSE 250 Large MidCap,,,Growth,2513.93,0.41,0,1,Allowed,1000,500,-0.38,6.08,32.21,26,16.48,0,0,49.64,51.51,6.07,18.47,15.36,32.9,93.5,0,45.84,35.23,12.43,20.77,6.48
Bajaj Finserv Large and Mid Cap Fund,Large & Mid Cap Fund,NIFTY Large Midcap 250,BSE 250 Large MidCap,,,Growth,1552.82,0.61,0,1,Allowed,500,1000,1.12,14.89,0,0,0,0,0,56.82,51.51,6.02,12.75,15.36,6.95,94.06,0,51.7,33.36,9.01,23.34,5.94
WOC Large & Mid Cap Fund,Large & Mid Cap Fund,NIFTY Large Midcap 250,BSE 250 Large MidCap,,,Growth,1517.27,0.38,0,1,Allowed,500,0,3.23,14.97,0,0,0,0,0,51.74,51.51,3.59,15.37,15.36,6.91,91.98,2.63,54.96,28.79,8.23,20.04,3.69
Baroda BNP Paribas Large & Mid Cap Fund,Large & Mid Cap Fund,NIFTY Large Midcap 250,BSE 250 Large MidCap,,,Growth,1437.13,0.82,0,1,Allowed,5000,500,1.67,12.86,43.42,24.97,18.28,0,0,54.5,51.51,5.76,16.05,15.36,20.61,95.53,0,42.74,41.77,11.02,20.79,4.47
Union Large & Midcap Fund,Large & Mid Cap Fund,NIFTY Large Midcap 250,BSE 250 Large MidCap,,,Growth,833.86,0.87,0,1,Allowed,1000,0,0.96,10.73,29.53,20.98,13.84,0,0,57.11,51.51,3.58,16.25,15.36,35.65,97.34,0.04,50.73,35.94,10.67,16.43,2.62
ITI Large & Mid Cap Fund,Large & Mid Cap Fund,NIFTY Large Midcap 250,BSE 250 Large MidCap,,,Growth,782.52,1.5,0,0.5,Allowed,5000,500,0,0,0,0,0,0,0,49.11,51.51,5.28,15.59,15.36,7.37,86.46,0,41.04,18.28,27.15,23.51,13.54
PGIM India Large and Mid Cap Fund,Large & Mid Cap Fund,NIFTY Large Midcap 250,BSE 250 Large MidCap,,,Growth,559.48,0.61,0,0.5,Allowed,5000,1000,1.88,12.04,0,0,0,0,0,60.25,51.51,4.39,14.26,15.36,7.73,95.93,0.26,58.5,33.22,4.21,26.98,3.81
Navi Large & Midcap Fund,Large & Mid Cap Fund,NIFTY Large Midcap 250,BSE 250 Large MidCap,,,Growth,316.32,0.34,0,0,Allowed,10,0,1.4,15.55,29.08,20.47,14.14,20.15,0,48.36,51.51,5.14,13.43,15.36,38.41,96.75,1.2,45.41,28.58,22.77,12.46,1.82
Helios Large & Mid Cap Fund,Large & Mid Cap Fund,NIFTY Large Midcap 250,BSE 250 Large MidCap,,,Growth,178.8,0,0,1,Allowed,5000,0,0,0,0,0,0,0,0,51.66,51.51,6.91,18.49,15.36,0.59,85.41,0,60.14,25.27,0,37.31,14.59
Nippon India Large Cap Fund,Large Cap Fund,NIFTY 100,BSE 100,,,Growth,34105.04,0.67,0,1,Allowed,100,100,0.56,9.71,34.21,25.3,19.59,21.2,15.47,43.82,42.04,2.88,14.18,14.15,39.96,98.76,0,83.63,10.76,4.36,31.57,1.24
Canara Rob Bluechip Equity Fund,Large Cap Fund,NIFTY 100,BSE 100,,,Growth,14580.92,0.48,0,1,Allowed,5000,0,1.92,12.37,32.7,17.29,13.54,19.65,15.03,43.88,42.04,2.08,13.25,14.15,32.56,96.32,0,92.01,4.31,0,30.93,3.68
ICICI Pru Bluechip Fund,Large Cap Fund,NIFTY 100,BSE 100,,,Growth,63669.82,0.87,0,1,Allowed,100,100,0.48,9.58,33.8,21.81,16.7,20.09,14.93,35.95,42.04,2.87,13.02,14.15,37.3,89.52,0.36,81.16,7.79,0.57,38.18,10.11
Invesco India Largecap Fund,Large Cap Fund,NIFTY 100,BSE 100,,,Growth,1289.72,0.72,0,0,Allowed,1000,0,1.22,11.44,37.06,20.36,14.38,19.67,14.93,50.5,42.04,3.78,14.31,14.15,36.85,99.34,0,79.97,11.93,7.43,29.66,0.66
Baroda BNP Paribas Large Cap Fund,Large Cap Fund,NIFTY 100,BSE 100,,,Growth,2348.71,0.82,0,1,Allowed,5000,1500,-0.81,9.36,36.52,20.24,15.94,19.23,14.73,41.74,42.04,2.75,14.24,14.15,32.34,92.61,0.99,81.02,11.59,0,29.53,6.75
Mirae Asset Large Cap Fund,Large Cap Fund,NIFTY 100,BSE 100,,,Growth,39336.6,0.53,0,1,Allowed,5000,0,1.11,12.13,26.68,15.38,11.07,16.56,14.67,37.14,42.04,2.91,13.07,14.15,37.44,99.27,0,81.53,10.38,7.37,31.66,0.73
Edelweiss Large Cap Fund,Large Cap Fund,NIFTY 100,BSE 100,,,Growth,1122.58,0.67,0,1,Allowed,100,100,0.67,10.34,31.37,19.43,15.33,19.17,14.56,41.16,42.04,2.34,13.77,14.15,35.15,97.31,0.18,80.48,14.78,2.06,24.77,2.51
Kotak Bluechip Fund,Large Cap Fund,NIFTY 100,BSE 100,,,Growth,9327.21,0.6,0,1,Allowed,100,100,0.28,11.03,31.98,18.14,13.62,18.99,14.48,41.03,42.04,2.17,13.56,14.15,36.94,96,0,82.9,8.19,4.91,27.58,3.11
SBI BlueChip Fund,Large Cap Fund,NIFTY 100,BSE 100,,,Growth,50446.9,0.79,0,1,Allowed,5000,5000,2.21,11.36,27.22,17.05,12.97,17.76,14.28,41.16,42.04,3.61,11.93,14.15,37.08,94.86,0.88,80.3,12.44,2.13,29.94,4.26
Tata Large Cap Fund,Large Cap Fund,NIFTY 100,BSE 100,,,Growth,2531.43,1.03,0,1,Allowed,5000,150,-1.19,8.68,32.21,19.25,13.55,17.69,13.67,39.68,42.04,2.75,14.78,14.15,37.57,96.26,0,79.43,10.99,5.84,27.73,3.04
Aditya Birla SL Frontline Equity Fund,Large Cap Fund,NIFTY 100,BSE 100,,,Growth,29394.71,0.96,0,1,Allowed,100,0,0.53,11.91,31.35,18.26,13.53,18.14,13.66,41.01,42.04,2.19,13.47,14.15,37.66,96.86,0.51,83.61,4.74,8.51,31.44,2.09
Groww Largecap Fund,Large Cap Fund,NIFTY 100,BSE 100,,,Growth,125.81,1.03,0,1,Allowed,100,100,0.18,8.45,31.73,17.48,13,15.38,13.29,38.03,42.04,3.2,14.73,14.15,36.59,98.27,0,84.5,10.18,3.58,34.04,0.93
HDFC Top 100 Fund,Large Cap Fund,NIFTY 100,BSE 100,,,Growth,36467.34,0.99,0,1,Allowed,100,1500,-0.95,8.23,29.44,21.98,16.6,18.33,13.23,35.48,42.04,2.47,14.3,14.15,40.81,96.95,0,93.29,3.66,0,37.4,3.05
Axis Bluechip Fund,Large Cap Fund,NIFTY 100,BSE 100,,,Growth,36108.58,0.67,0,1,Allowed,100,100,-0.16,7.21,26.63,12.53,7.6,14.26,13.22,50,42.04,3.37,12.79,14.15,30.1,93.79,0,93.32,0.47,0,31.88,5.38
HSBC Large Cap Fund,Large Cap Fund,NIFTY 100,BSE 100,,,Growth,1928.2,1.18,0,1,Allowed,5000,500,1.81,10.88,32.11,17.44,13.57,17.38,13.22,46.72,42.04,3.28,15.12,14.15,36.05,96.87,0,83.79,11.23,1.85,32.04,3.13
Bandhan Large Cap Fund,Large Cap Fund,NIFTY 100,BSE 100,,,Growth,1697.4,0.91,0,0.5,Allowed,1000,0,1.4,12.48,37,18.98,14.29,18.77,13.2,48.56,42.04,3.84,12.89,14.15,35.14,95.01,0,78.46,8.23,8.32,35.03,4.99
UTI Large Cap Fund,Large Cap Fund,NIFTY 100,BSE 100,,,Growth,12841.53,0.93,0,1,Allowed,100,1500,-0.26,9.44,25.55,15.66,10,17.18,12.89,43.27,42.04,3.6,12.16,14.15,34.65,96.63,0.51,82.53,13.25,0.85,32.84,2.84
JM Large Cap Fund,Large Cap Fund,NIFTY 100,BSE 100,,,Growth,456.66,0.66,0,1,Allowed,1000,100,-1.88,7.55,36.51,21.65,16.36,19.55,12.83,43.69,42.04,5.46,16.56,14.15,19.47,99.14,0,88.16,4.74,6.24,29.8,0.84
Franklin India Bluechip Fund,Large Cap Fund,NIFTY 100,BSE 100,,,Growth,7788.86,1.07,0,1,Allowed,5000,500,1.5,12.88,30.89,15.53,10.86,17.66,12.36,50.48,42.04,4.47,12.56,14.15,36.25,97.05,0,83.86,10.94,2.26,31.82,2.95
DSP Top 100 Equity Fund,Large Cap Fund,NIFTY 100,BSE 100,,,Growth,4470.18,1.08,0,1,Allowed,100,0,1.92,14.28,36.89,17.64,15.41,16.64,12.36,32.4,42.04,4.25,12.53,14.15,40.33,90.92,0,78.32,8.46,4.15,38.84,8.82
PGIM India Large Cap Fund,Large Cap Fund,NIFTY 100,BSE 100,,,Growth,587.16,0.85,0,0.5,Allowed,5000,1000,-0.85,6.58,21.84,14.3,10.1,14.77,12.16,44.64,42.04,3.43,12.89,14.15,37.38,96.13,0.17,86.62,9.51,0,36.42,2.27
LIC MF Large Cap Fund,Large Cap Fund,NIFTY 100,BSE 100,,,Growth,1466.8,0.99,0,1,Allowed,5000,0,-0.58,10.63,29.13,14.57,9.7,15.13,12.16,38.5,42.04,2.39,14.29,14.15,33.09,98.18,0,80.35,5.35,12.48,31.76,1.82
Taurus Large Cap Fund,Large Cap Fund,NIFTY 100,BSE 100,,,Growth,49.79,2.48,0,1,Allowed,500,1500,-0.95,8.62,35.05,17.37,13.63,15.48,10.8,34.82,42.04,4.09,15.04,14.15,35.12,98.64,0,86.68,2.96,9.01,30.21,1.36
Sundaram Large Cap Fund,Large Cap Fund,NIFTY 100,BSE 100,,,Growth,3452.71,0.6,0,1,Allowed,100,0,0.26,7.95,25.05,17.59,12.06,0,0,38.35,42.04,2.3,13.52,14.15,16.17,94.86,0,89.71,4.16,0.98,35.15,5.14
Quant Large Cap Fund,Large Cap Fund,NIFTY 100,BSE 100,,,Growth,2499.65,0.55,0,1,Allowed,5000,1000,-2.03,5.57,39.62,0,0,0,0,51.99,42.04,8.21,15.73,14.15,13.6,80.59,2.99,65.01,6.81,8.77,34.56,1.64
