,Portfolio size (funds),AUM average,3m absolute,6m absolute,1y absolute,3y cagr,5y cagr,10y cagr
0,5,11810.968,0.3120000000000003,-2.224,2.776,7.544000000000002,13.212000000000007,-
1,10,5946.846,1.716,-0.47800000000000153,-0.9319999999999986,7.046000000000001,11.976000000000003,-
2,25,10006.215600000001,1.704,0.7951999999999995,5.849999999999998,7.677599999999996,9.554400000000001,-
3,50,9314.564400000001,2.125,1.739399999999998,7.987200000000005,7.076599999999997,7.571999999999999,-
