Date,Prob_Up,Prob_Down,Prediction,Actual
2007-03-16,0.29828545858734967,0.7017145414126503,Down,Up
2007-03-19,0.26795101396666965,0.7320489860333304,Down,Up
2007-03-20,0.2605068359440088,0.7394931640559912,Down,Up
2007-03-21,0.23520558919502776,0.7647944108049722,Down,Up
2007-03-22,0.19583685416295404,0.804163145837046,Down,Up
2007-03-23,0.1998398888373547,0.8001601111626453,Down,Up
2007-03-26,0.21292775261375507,0.7870722473862449,Down,Up
2007-03-28,0.23271943175517795,0.767280568244822,Down,Up
2007-03-29,0.21859848075329358,0.7814015192467064,Down,Up
2007-03-30,0.2107062200568962,0.7892937799431038,Down,Up
2007-04-02,0.28220304741182656,0.7177969525881734,Down,Up
2007-04-03,0.2586339322886373,0.7413660677113627,Down,Up
2007-04-04,0.20775867689117533,0.7922413231088247,Down,Up
2007-04-05,0.19941251210688737,0.8005874878931126,Down,Up
2007-04-09,0.1695917219621944,0.8304082780378056,Down,Up
2007-04-10,0.16805380106459622,0.8319461989354038,Down,Up
2007-04-11,0.16392940224398567,0.8360705977560143,Down,Up
2007-04-12,0.1735792048814011,0.8264207951185989,Down,Up
2007-04-13,0.15273087421861486,0.8472691257813851,Down,Up
2007-04-16,0.12794544360250804,0.872054556397492,Down,Up
2007-04-17,0.13798538217061007,0.8620146178293899,Down,Up
2007-04-18,0.13245365550082255,0.8675463444991774,Down,Up
2007-04-19,0.13702461259480625,0.8629753874051938,Down,Up
2007-04-20,0.12186120969122427,0.8781387903087757,Down,Up
2007-04-23,0.12163587198321613,0.8783641280167839,Down,Up
2007-04-24,0.11012525405503171,0.8898747459449683,Down,Up
2007-04-25,0.10548509469618428,0.8945149053038157,Down,Up
2007-04-26,0.10512312017972458,0.8948768798202754,Down,Up
2007-04-27,0.13592829038780319,0.8640717096121968,Down,Up
2007-04-30,0.1408553618840659,0.8591446381159341,Down,Up
2007-05-03,0.1261853546782281,0.8738146453217719,Down,Up
2007-05-04,0.13407972655302558,0.8659202734469744,Down,Up
2007-05-07,0.1353147190474645,0.8646852809525355,Down,Up
2007-05-08,0.1439150300339065,0.8560849699660935,Down,Up
2007-05-09,0.14527026012278033,0.8547297398772197,Down,Up
2007-05-10,0.1477042367195628,0.8522957632804372,Down,Up
2007-05-11,0.14553952642875878,0.8544604735712412,Down,Up
2007-05-14,0.13557414451089966,0.8644258554891003,Down,Up
2007-05-15,0.13974141619073321,0.8602585838092668,Down,Up
2007-05-16,0.12763367111158885,0.8723663288884111,Down,Up
2007-05-17,0.11684706575732307,0.8831529342426769,Down,Up
2007-05-18,0.12387833628617606,0.8761216637138239,Down,Up
2007-05-21,0.12154036071809027,0.8784596392819097,Down,Up
2007-05-22,0.11786648877689032,0.8821335112231097,Down,Up
2007-05-23,0.12342965920269111,0.8765703407973089,Down,Up
2007-05-24,0.13220714696953628,0.8677928530304637,Down,Up
2007-05-25,0.11321150382722744,0.8867884961727726,Down,Up
2007-05-28,0.11094416345705604,0.889055836542944,Down,Up
2007-05-29,0.1068722842745875,0.8931277157254125,Down,Up
2007-05-30,0.10412704833695785,0.8958729516630421,Down,Up
2007-05-31,0.09386741888719174,0.9061325811128083,Down,Up
2007-06-01,0.09322125618519128,0.9067787438148087,Down,Up
2007-06-04,0.09873785001631685,0.9012621499836831,Down,Up
2007-06-05,0.09563740374681184,0.9043625962531882,Down,Up
2007-06-06,0.11276480980309767,0.8872351901969023,Down,Up
2007-06-07,0.11686541466498956,0.8831345853350104,Down,Up
2007-06-08,0.12440964240221486,0.8755903575977851,Down,Up
2007-06-11,0.12444137996733184,0.8755586200326682,Down,Up
2007-06-12,0.12184570673251316,0.8781542932674868,Down,Up
2007-06-13,0.1313008256581183,0.8686991743418817,Down,Up
2007-06-14,0.11834759307681375,0.8816524069231862,Down,Up
2007-06-15,0.11793716584134373,0.8820628341586563,Down,Up
2007-06-18,0.12358206061962251,0.8764179393803775,Down,Up
2007-06-19,0.10903206918506747,0.8909679308149325,Down,Up
2007-06-20,0.1019071353665627,0.8980928646334373,Down,Up
2007-06-21,0.09830848603424647,0.9016915139657535,Down,Up
2007-06-22,0.10161884181703273,0.8983811581829673,Down,Up
2007-06-25,0.09684832859845494,0.9031516714015451,Down,Up
2007-06-26,0.09200772353603692,0.9079922764639631,Down,Up
2007-06-27,0.09566833342963865,0.9043316665703613,Down,Up
2007-06-28,0.09266269983272601,0.907337300167274,Down,Up
2007-06-29,0.08606168551113935,0.9139383144888606,Down,Up
2007-07-02,0.08494959202878993,0.9150504079712101,Down,Up
2007-07-03,0.07742240432742742,0.9225775956725726,Down,Up
2007-07-04,0.0769412822122102,0.9230587177877898,Down,Up
2007-07-05,0.07777431071596941,0.9222256892840306,Down,Up
2007-07-06,0.06840972692087366,0.9315902730791263,Down,Up
2007-07-09,0.06386779582112467,0.9361322041788753,Down,Up
2007-07-10,0.06591482333768206,0.9340851766623179,Down,Up
2007-07-11,0.07014934544311902,0.929850654556881,Down,Up
2007-07-12,0.061832385341589746,0.9381676146584103,Down,Up
2007-07-13,0.05460738671066001,0.94539261328934,Down,Up
2007-07-16,0.050792727246469216,0.9492072727535308,Down,Up
2007-07-17,0.053651823351761774,0.9463481766482382,Down,Up
2007-07-18,0.0539822187111183,0.9460177812888817,Down,Up
2007-07-19,0.04889423305287921,0.9511057669471208,Down,Up
2007-07-20,0.05126673075998078,0.9487332692400192,Down,Up
2007-07-23,0.04596247692321964,0.9540375230767804,Down,Up
2007-07-24,0.045983473304756606,0.9540165266952434,Down,Up
2007-07-25,0.05301723431838601,0.946982765681614,Down,Up
2007-07-26,0.05311080970659243,0.9468891902934076,Down,Up
2007-07-27,0.07708214816031012,0.9229178518396899,Down,Up
2007-07-30,0.09643627116631026,0.9035637288336897,Down,Up
2007-07-31,0.09078298533587337,0.9092170146641266,Down,Up
2007-08-01,0.1270995590877787,0.8729004409122213,Down,Up
2007-08-02,0.12467777114408873,0.8753222288559113,Down,Up
2007-08-03,0.11555692038375653,0.8844430796162435,Down,Up
2007-08-06,0.1297505948454406,0.8702494051545594,Down,Up
2007-08-07,0.12671572904491168,0.8732842709550883,Down,Up
2007-08-08,0.10570980028774757,0.8942901997122524,Down,Up
2007-08-09,0.11829134755395687,0.8817086524460431,Down,Up
2007-08-10,0.13356459876995974,0.8664354012300403,Down,Up
2007-08-13,0.12537884225374762,0.8746211577462524,Down,Up
2007-08-14,0.12794668969358713,0.8720533103064129,Down,Up
2007-08-16,0.17638597012237078,0.8236140298776292,Down,Up
2007-08-17,0.19751234951217966,0.8024876504878203,Down,Up
2007-08-20,0.16822743346781888,0.8317725665321811,Down,Up
2007-08-21,0.20749723772378958,0.7925027622762104,Down,Up
2007-08-22,0.18303962506232208,0.8169603749376779,Down,Up
2007-08-23,0.1941982183951778,0.8058017816048222,Down,Up
2007-08-24,0.17318809411165104,0.826811905888349,Down,Up
2007-08-27,0.14434730941694263,0.8556526905830574,Down,Up
2007-08-28,0.14051861135266908,0.8594813886473309,Down,Up
2007-08-29,0.13285037712588177,0.8671496228741182,Down,Up
2007-08-30,0.1218964005328882,0.8781035994671118,Down,Up
2007-08-31,0.11138069068364509,0.8886193093163549,Down,Up
2007-09-03,0.11069020290392695,0.889309797096073,Down,Up
2007-09-04,0.11182470628660579,0.8881752937133942,Down,Up
2007-09-05,0.11342616731653055,0.8865738326834695,Down,Up
2007-09-06,0.10591022833332431,0.8940897716666757,Down,Up
2007-09-07,0.10766919951901088,0.8923308004809891,Down,Up
2007-09-10,0.10840754737950065,0.8915924526204994,Down,Up
2007-09-11,0.11173312165546712,0.8882668783445329,Down,Up
2007-09-12,0.11317842999683236,0.8868215700031676,Down,Up
2007-09-13,0.10759973904686793,0.8924002609531321,Down,Up
2007-09-14,0.1097898910996915,0.8902101089003085,Down,Up
2007-09-17,0.11464382123797867,0.8853561787620213,Down,Up
2007-09-18,0.10516841070383665,0.8948315892961634,Down,Down
2007-09-19,0.07461285739081258,0.9253871426091874,Down,Down
2007-09-20,0.07255279033688211,0.9274472096631179,Down,Down
2007-09-21,0.06142250589479703,0.938577494105203,Down,Up
2007-09-24,0.05453714802146847,0.9454628519785315,Down,Down
2007-09-25,0.054576971791421514,0.9454230282085785,Down,Down
2007-09-26,0.05499248844893878,0.9450075115510612,Down,Up
2007-09-27,0.04852985200356896,0.951470147996431,Down,Down
2007-09-28,0.04669628731263431,0.9533037126873657,Down,Down
2007-10-01,0.042676991343392645,0.9573230086566074,Down,Down
2007-10-03,0.03184014707871374,0.9681598529212863,Down,Down
2007-10-04,0.03220370694647756,0.9677962930535224,Down,Down
2007-10-05,0.029359110550433165,0.9706408894495668,Down,Down
2007-10-08,0.03799998810985794,0.9620000118901421,Down,Down
2007-10-09,0.0234360775863931,0.9765639224136069,Down,Down
2007-10-10,0.01821972958317586,0.9817802704168241,Down,Down
2007-10-11,0.0156819273199601,0.9843180726800399,Down,Down
2007-10-12,0.020309538126093152,0.9796904618739068,Down,Down
2007-10-15,0.01158422772255352,0.9884157722774465,Down,Down
2007-10-16,0.011997907514959882,0.9880020924850401,Down,Down
2007-10-17,0.015770498272772215,0.9842295017272278,Down,Down
2007-10-18,0.024472087215340554,0.9755279127846594,Down,Down
2007-10-19,0.03702910524786507,0.9629708947521349,Down,Down
2007-10-22,0.040293194506742624,0.9597068054932574,Down,Down
2007-10-23,0.022452418936821372,0.9775475810631786,Down,Down
2007-10-24,0.021484905449209668,0.9785150945507903,Down,Down
2007-10-25,0.01842555278509561,0.9815744472149044,Down,Down
2007-10-26,0.013996728103975009,0.986003271896025,Down,Down
2007-10-29,0.009374224017806965,0.990625775982193,Down,Down
2007-10-30,0.011381206520410636,0.9886187934795894,Down,Down
2007-10-31,0.013262023770333142,0.9867379762296669,Down,Down
2007-11-01,0.014155231826363135,0.9858447681736369,Down,Down
2007-11-02,0.012373363725225461,0.9876266362747745,Down,Down
2007-11-05,0.01524819114139464,0.9847518088586054,Down,Down
2007-11-06,0.01775511004925434,0.9822448899507457,Down,Down
2007-11-07,0.01816380205322332,0.9818361979467767,Down,Down
2007-11-08,0.02219250455155186,0.9778074954484481,Down,Down
2007-11-09,0.024043971210419457,0.9759560287895805,Down,Down
2007-11-12,0.02646040556241358,0.9735395944375864,Down,Down
2007-11-13,0.022767451220185864,0.9772325487798141,Down,Down
2007-11-14,0.014025747969264257,0.9859742520307357,Down,Down
2007-11-15,0.015276214744649241,0.9847237852553508,Down,Down
2007-11-16,0.015519133685457653,0.9844808663145423,Down,Down
2007-11-19,0.015600327533304315,0.9843996724666957,Down,Down
2007-11-20,0.020586816832584676,0.9794131831674153,Down,Down
2007-11-21,0.032651784724884614,0.9673482152751154,Down,Down
2007-11-22,0.03585473240690762,0.9641452675930924,Down,Down
2007-11-23,0.030729435172451636,0.9692705648275484,Down,Down
2007-11-26,0.0241773370022329,0.9758226629977671,Down,Down
2007-11-27,0.02621679792420628,0.9737832020757937,Down,Down
2007-11-28,0.031065344488633517,0.9689346555113665,Down,Down
2007-11-29,0.030186566435020934,0.9698134335649791,Down,Down
2007-11-30,0.023547084330628687,0.9764529156693713,Down,Down
2007-12-03,0.019220694325327692,0.9807793056746723,Down,Down
2007-12-04,0.01967253258255619,0.9803274674174438,Down,Down
2007-12-05,0.01698876384538961,0.9830112361546104,Down,Down
2007-12-06,0.016652030583425903,0.9833479694165741,Down,Down
2007-12-07,0.015983163269246425,0.9840168367307536,Down,Down
2007-12-10,0.016624367023006847,0.9833756329769932,Down,Down
2007-12-11,0.012571263698847535,0.9874287363011525,Down,Down
2007-12-12,0.007567317225949388,0.9924326827740506,Down,Down
2007-12-13,0.009740124424383545,0.9902598755756165,Down,Down
2007-12-14,0.010110586764737972,0.989889413235262,Down,Down
2007-12-17,0.018528015772443895,0.9814719842275561,Down,Down
2007-12-18,0.020231034440417295,0.9797689655595827,Down,Down
2007-12-19,0.020117798998670722,0.9798822010013293,Down,Down
2007-12-20,0.019583807911113693,0.9804161920888863,Down,Down
2007-12-24,0.012253790048402546,0.9877462099515975,Down,Down
2007-12-26,0.010182056343046808,0.9898179436569532,Down,Down
2007-12-27,0.009920811578447042,0.990079188421553,Down,Down
2007-12-28,0.010264567411851,0.989735432588149,Down,Down
2007-12-31,0.009345529493456795,0.9906544705065432,Down,Down
2008-01-01,0.00945782516962157,0.9905421748303784,Down,Down
