Date,Prob_Up,Prob_Down,Prediction,Actual
2002-12-27,0.9990838862769216,0.0009161137230784822,Up,Up
2002-12-30,0.9992579575625444,0.0007420424374555146,Up,Up
2002-12-31,0.9992398699733414,0.0007601300266586453,Up,Up
2003-01-01,0.9990909461822869,0.0009090538177131124,Up,Up
2003-01-02,0.9992814302450079,0.0007185697549921266,Up,Up
2003-01-03,0.9993523281789015,0.0006476718210984833,Up,Up
2003-01-06,0.9994586722927583,0.00054132770724169,Up,Up
2003-01-07,0.9995141158997948,0.000485884100205225,Up,Up
2003-01-08,0.9993949981884469,0.0006050018115530964,Up,Up
2003-01-09,0.9992354060168204,0.0007645939831796289,Up,Up
2003-01-10,0.9995545862778392,0.00044541372216078123,Up,Up
2003-01-13,0.9996475639472432,0.00035243605275681045,Up,Up
2003-01-14,0.9995921060730235,0.0004078939269764881,Up,Up
2003-01-15,0.9995063153509898,0.0004936846490101732,Up,Up
2003-01-16,0.9994692079628922,0.000530792037107819,Up,Up
2003-01-17,0.9995015639712315,0.0004984360287685341,Up,Up
2003-01-20,0.9996524254690631,0.0003475745309369782,Up,Up
2003-01-21,0.9996472405007393,0.00035275949926072414,Up,Up
2003-01-22,0.9995874499276018,0.00041255007239815455,Up,Up
2003-01-23,0.9997291524829428,0.00027084751705719334,Up,Up
2003-01-24,0.9998415115160719,0.00015848848392802095,Up,Up
2003-01-27,0.9999210878442724,7.891215572769505e-05,Up,Up
2003-01-28,0.9998927029558466,0.00010729704415335384,Up,Up
2003-01-29,0.9999243073806329,7.569261936712923e-05,Up,Up
2003-01-30,0.9999342843369183,6.571566308161136e-05,Up,Up
2003-01-31,0.9999157250841988,8.427491580120794e-05,Up,Up
2003-02-03,0.9998653766796897,0.00013462332031027868,Up,Up
2003-02-04,0.999867226475569,0.00013277352443102908,Up,Up
2003-02-05,0.9999007166480567,9.928335194325788e-05,Up,Up
2003-02-06,0.9998277935245781,0.00017220647542193213,Up,Up
2003-02-07,0.9998640344986085,0.00013596550139149954,Up,Up
2003-02-10,0.9999050286928459,9.497130715402369e-05,Up,Up
2003-02-11,0.9999103330044137,8.966699558637936e-05,Up,Up
2003-02-12,0.9999223670851669,7.763291483309231e-05,Up,Up
2003-02-14,0.9999474591444789,5.2540855521088226e-05,Up,Up
2003-02-17,0.9998812833791662,0.00011871662083379197,Up,Up
2003-02-18,0.9998796005872332,0.00012039941276675847,Up,Up
2003-02-19,0.9998631863682701,0.0001368136317298485,Up,Up
2003-02-20,0.9998584829343946,0.0001415170656054454,Up,Up
2003-02-21,0.9998583282942134,0.0001416717057866057,Up,Up
2003-02-24,0.9998413841307233,0.00015861586927667926,Up,Up
2003-02-25,0.9999088302040802,9.116979591988761e-05,Up,Up
2003-02-26,0.9999296076569804,7.039234301958741e-05,Up,Up
2003-02-27,0.9999234569344293,7.65430655706445e-05,Up,Up
2003-02-28,0.9998871164516561,0.00011288354834387837,Up,Up
2003-03-03,0.9999066056632362,9.339433676375242e-05,Up,Up
2003-03-04,0.9999381179696006,6.18820303993628e-05,Up,Up
2003-03-05,0.9999544596308156,4.554036918436033e-05,Up,Up
2003-03-06,0.9999699505438198,3.0049456180181178e-05,Up,Up
2003-03-07,0.9999840286553507,1.597134464925709e-05,Up,Up
2003-03-10,0.9999903331680908,9.666831909227458e-06,Up,Up
2003-03-11,0.9999865314796232,1.3468520376702653e-05,Up,Up
2003-03-12,0.9999929767963793,7.02320362067077e-06,Up,Up
2003-03-13,0.999993915258839,6.0847411610387425e-06,Up,Up
2003-03-17,0.9999959831038145,4.0168961853992435e-06,Up,Up
2003-03-19,0.9999925812183545,7.418781645451844e-06,Up,Up
2003-03-20,0.9999810493753547,1.895062464529751e-05,Up,Up
2003-03-21,0.9999762842009056,2.3715799094436996e-05,Up,Up
2003-03-22,0.999968994625801,3.1005374198922464e-05,Up,Up
2003-03-24,0.9999895416522309,1.0458347769082277e-05,Up,Up
2003-03-25,0.999991357831596,8.642168404071615e-06,Up,Up
2003-03-26,0.9999905899497488,9.410050251290603e-06,Up,Up
2003-03-27,0.999995089048419,4.910951580949785e-06,Up,Up
2003-03-28,0.9999958335111918,4.166488808132751e-06,Up,Up
2003-03-31,0.9999987828231836,1.2171768165036845e-06,Up,Up
2003-04-01,0.999998432557344,1.5674426560030597e-06,Up,Up
2003-04-02,0.9999966753808778,3.3246191222247035e-06,Up,Up
2003-04-03,0.9999948531431672,5.146856832838331e-06,Up,Up
2003-04-04,0.9999928779265406,7.122073459375766e-06,Up,Up
2003-04-07,0.9999866346163921,1.336538360791062e-05,Up,Up
2003-04-08,0.9999932804718377,6.719528162391075e-06,Up,Up
2003-04-09,0.9999967568972183,3.2431027817136915e-06,Up,Up
2003-04-10,0.9999997108484281,2.891515719331123e-07,Up,Up
2003-04-11,0.9999998655597199,1.3444028014801908e-07,Up,Up
2003-04-15,0.9999998558532471,1.4414675288467049e-07,Up,Up
2003-04-16,0.9999997814257293,2.1857427071120738e-07,Up,Up
2003-04-17,0.9999999257063245,7.429367556550179e-08,Up,Up
2003-04-21,0.9999998864444045,1.135555955099707e-07,Up,Up
2003-04-22,0.999999918181069,8.181893100066541e-08,Up,Up
2003-04-23,0.9999999587762054,4.122379463833102e-08,Up,Up
2003-04-24,0.9999999683692288,3.163077121601724e-08,Up,Up
2003-04-25,0.9999999766768091,2.3323190972405213e-08,Up,Up
2003-04-28,0.9999999668379046,3.316209544491225e-08,Up,Up
2003-04-29,0.9999999618476231,3.815237691427352e-08,Up,Up
