Date,Prob_Up,Prob_Down,Prediction,Actual
2002-12-27,0.7768700688625974,0.2231299311374027,Up,Up
2002-12-30,0.7855798324085335,0.21442016759146648,Up,Up
2002-12-31,0.7815692409623286,0.2184307590376714,Up,Up
2003-01-01,0.7703846776698144,0.2296153223301855,Up,Up
2003-01-02,0.7820081809511392,0.21799181904886078,Up,Up
2003-01-03,0.783506144302121,0.21649385569787905,Up,Up
2003-01-06,0.7884571665964435,0.21154283340355645,Up,Up
2003-01-07,0.7904233755685076,0.2095766244314924,Up,Up
2003-01-08,0.7747745945727897,0.2252254054272102,Up,Up
2003-01-09,0.7569445203030838,0.2430554796969162,Up,Up
2003-01-10,0.782196317449509,0.21780368255049104,Up,Up
2003-01-13,0.792605949828927,0.20739405017107304,Up,Up
2003-01-14,0.7836458489110794,0.21635415108892064,Up,Up
2003-01-15,0.7690744647840364,0.2309255352159636,Up,Up
2003-01-16,0.7596912577711619,0.24030874222883808,Up,Up
2003-01-17,0.7608340952988002,0.23916590470119975,Up,Up
2003-01-20,0.7781451493809077,0.22185485061909233,Up,Up
2003-01-21,0.776048597723568,0.22395140227643195,Up,Up
2003-01-22,0.766555671592418,0.233444328407582,Up,Up
2003-01-23,0.7854101432163743,0.21458985678362574,Up,Up
2003-01-24,0.8076218040406821,0.19237819595931793,Up,Up
2003-01-27,0.836222120985979,0.16377787901402097,Up,Up
2003-01-28,0.8203343894999964,0.17966561050000357,Up,Up
2003-01-29,0.8331231596501312,0.16687684034986888,Up,Up
2003-01-30,0.8364654957568305,0.16353450424316945,Up,Up
2003-01-31,0.8203531597437572,0.17964684025624283,Up,Up
2003-02-03,0.7919796029854056,0.20802039701459435,Up,Up
2003-02-04,0.7889072618196081,0.21109273818039187,Up,Up
2003-02-05,0.8002606521089015,0.19973934789109848,Up,Up
2003-02-06,0.7694517598942539,0.23054824010574615,Up,Up
2003-02-07,0.774397687339724,0.22560231266027592,Up,Up
2003-02-10,0.7874062111883569,0.2125937888116432,Up,Up
2003-02-11,0.7878085947323589,0.21219140526764113,Up,Up
2003-02-12,0.7926366221046219,0.207363377895378,Up,Up
2003-02-14,0.8086384829042284,0.19136151709577165,Up,Up
2003-02-17,0.7680170765430396,0.23198292345696037,Up,Up
2003-02-18,0.7630672526734694,0.23693274732653063,Up,Up
2003-02-19,0.7555409482216255,0.24445905177837446,Up,Up
2003-02-20,0.7524869115909303,0.24751308840906977,Up,Up
2003-02-21,0.7487856403453612,0.2512143596546388,Up,Up
2003-02-24,0.7392105578833159,0.2607894421166841,Up,Up
2003-02-25,0.7620230491366642,0.23797695086333587,Up,Up
2003-02-26,0.7693711488048395,0.23062885119516052,Up,Up
2003-02-27,0.761182492818109,0.238817507181891,Up,Up
2003-02-28,0.7412640911256791,0.25873590887432085,Up,Up
2003-03-03,0.7428985306636362,0.2571014693363638,Up,Up
2003-03-04,0.753728654072559,0.246271345927441,Up,Up
2003-03-05,0.7644229931565742,0.23557700684342575,Up,Up
2003-03-06,0.7776665607742352,0.2223334392257647,Up,Up
2003-03-07,0.7995670889146312,0.20043291108536876,Up,Up
2003-03-10,0.8161929468498488,0.18380705315015117,Up,Up
2003-03-11,0.7995948051266988,0.20040519487330127,Up,Up
2003-03-12,0.8215475659216808,0.17845243407831923,Up,Up
2003-03-13,0.8248257228151759,0.1751742771848242,Up,Up
2003-03-17,0.8378102636155391,0.16218973638446083,Up,Up
2003-03-19,0.812302222935495,0.18769777706450497,Up,Up
2003-03-20,0.7731001644542586,0.2268998355457414,Up,Up
2003-03-21,0.7609541311156671,0.23904586888433293,Up,Up
2003-03-22,0.745806760157653,0.25419323984234704,Up,Up
2003-03-24,0.7870610352552816,0.2129389647447184,Up,Up
2003-03-25,0.7923208788879303,0.20767912111206965,Up,Up
2003-03-26,0.7864357780387745,0.21356422196122554,Up,Up
2003-03-27,0.8047887695952352,0.1952112304047649,Up,Up
2003-03-28,0.79861074681744,0.20138925318255996,Up,Up
2003-03-31,0.8328207999239979,0.16717920007600207,Up,Up
2003-04-01,0.8211226785431663,0.17887732145683366,Up,Up
2003-04-02,0.7914199097936712,0.20858009020632878,Up,Up
2003-04-03,0.7720822799070559,0.22791772009294403,Up,Up
2003-04-04,0.7566519315194529,0.24334806848054719,Up,Up
2003-04-07,0.7300265753975488,0.2699734246024512,Up,Up
2003-04-08,0.7531068006729036,0.2468931993270964,Up,Up
2003-04-09,0.7770281845392467,0.2229718154607533,Up,Up
2003-04-10,0.8551167255543289,0.14488327444567106,Up,Up
2003-04-11,0.8759951845312604,0.1240048154687397,Up,Up
2003-04-15,0.8728629204864622,0.1271370795135378,Up,Up
2003-04-16,0.8590970006642112,0.14090299933578876,Up,Up
2003-04-17,0.8863527174255159,0.11364728257448409,Up,Up
2003-04-21,0.8716543997381392,0.12834560026186081,Up,Up
2003-04-22,0.8763651315707863,0.12363486842921367,Up,Up
2003-04-23,0.892198180426578,0.10780181957342205,Up,Up
2003-04-24,0.898695519202318,0.1013044807976819,Up,Up
2003-04-25,0.9057318060420889,0.09426819395791108,Up,Up
2003-04-28,0.8970109322399098,0.10298906776009026,Up,Up
2003-04-29,0.8926960658150583,0.10730393418494166,Up,Up
2003-04-30,0.8396807512039299,0.16031924879607007,Up,Up
2003-05-02,0.9974989182854235,0.0025010817145764697,Up,Up
2003-05-05,0.9960609471965491,0.00393905280345086,Up,Up
2003-05-06,0.9941764694475154,0.005823530552484635,Up,Up
2003-05-07,0.993688718584939,0.006311281415060932,Up,Up
2003-05-08,0.9945073765696884,0.005492623430311594,Up,Up
